uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,contact_right_new,contact_left_new,power_right_new,power_left_new,plate_vision_new,plate_discipline_new,batting_clutch_new,k_per_bf_new,bb_per_bf_new,hr_per_bf_new,pitching_clutch_new,stamina_new,season_gp,season_ovr_gp,season_ovr_GP,season_ovr_IP,season_ovr_H,season_ovr_ER,season_ovr_HR,season_ovr_BB,season_ovr_K,season_ovr_P,season_ovr_P/G,season_ovr_BAA,season_ovr_WHIP,season_ovr_CS%,season_ovr_R/9,season_ovr_K/9,season_ovr_BB/9,season_ovr_HR/9,season_ovr_H/9,season_ovr_K/BB,season_ovr_BABIP,season_ovr_OBA,season_ovr_SLGA,season_ovr_OPS,season_risp_gp,season_risp_GP,season_risp_IP,season_risp_H,season_risp_ER,season_risp_HR,season_risp_BB,season_risp_K,season_risp_P,season_risp_P/G,season_risp_BAA,season_risp_WHIP,season_risp_CS%,season_risp_R/9,season_risp_K/9,season_risp_BB/9,season_risp_HR/9,season_risp_H/9,season_risp_K/BB,season_risp_BABIP,season_risp_OBA,season_risp_SLGA,season_risp_OPS,3wk_gp,3wk_ovr_gp,3wk_ovr_GP,3wk_ovr_IP,3wk_ovr_H,3wk_ovr_ER,3wk_ovr_HR,3wk_ovr_BB,3wk_ovr_K,3wk_ovr_P,3wk_ovr_P/G,3wk_ovr_BAA,3wk_ovr_WHIP,3wk_ovr_CS%,3wk_ovr_R/9,3wk_ovr_K/9,3wk_ovr_BB/9,3wk_ovr_HR/9,3wk_ovr_H/9,3wk_ovr_K/BB,3wk_ovr_BABIP,3wk_ovr_OBA,3wk_ovr_SLGA,3wk_ovr_OPS,3wk_risp_gp,3wk_risp_GP,3wk_risp_IP,3wk_risp_H,3wk_risp_ER,3wk_risp_HR,3wk_risp_BB,3wk_risp_K,3wk_risp_P,3wk_risp_P/G,3wk_risp_BAA,3wk_risp_WHIP,3wk_risp_CS%,3wk_risp_R/9,3wk_risp_K/9,3wk_risp_BB/9,3wk_risp_HR/9,3wk_risp_H/9,3wk_risp_K/BB,3wk_risp_BABIP,3wk_risp_OBA,3wk_risp_SLGA,3wk_risp_OPS,1wk_gp,1wk_ovr_gp,1wk_ovr_GP,1wk_ovr_IP,1wk_ovr_H,1wk_ovr_ER,1wk_ovr_HR,1wk_ovr_BB,1wk_ovr_K,1wk_ovr_P,1wk_ovr_P/G,1wk_ovr_BAA,1wk_ovr_WHIP,1wk_ovr_CS%,1wk_ovr_R/9,1wk_ovr_K/9,1wk_ovr_BB/9,1wk_ovr_HR/9,1wk_ovr_H/9,1wk_ovr_K/BB,1wk_ovr_BABIP,1wk_ovr_OBA,1wk_ovr_SLGA,1wk_ovr_OPS,1wk_risp_gp,1wk_risp_GP,1wk_risp_IP,1wk_risp_H,1wk_risp_ER,1wk_risp_HR,1wk_risp_BB,1wk_risp_K,1wk_risp_P,1wk_risp_P/G,1wk_risp_BAA,1wk_risp_WHIP,1wk_risp_CS%,1wk_risp_R/9,1wk_risp_K/9,1wk_risp_BB/9,1wk_risp_HR/9,1wk_risp_H/9,1wk_risp_K/BB,1wk_risp_BABIP,1wk_risp_OBA,1wk_risp_SLGA,1wk_risp_OPS,ovr_ovr_GP,ovr_ovr_GS,ovr_ovr_CG,ovr_ovr_SHO,ovr_ovr_W,ovr_ovr_L,ovr_ovr_SV,ovr_ovr_SVO,ovr_ovr_HLD,ovr_ovr_IP,ovr_ovr_H,ovr_ovr_R,ovr_ovr_ER,ovr_ovr_HR,ovr_ovr_BB,ovr_ovr_K,ovr_ovr_P,ovr_ovr_ERA,ovr_ovr_WHIP,ovr_ovr_BAA,ovr_ovr_OBA,ovr_risp_GP,ovr_risp_GS,ovr_risp_CG,ovr_risp_SHO,ovr_risp_W,ovr_risp_L,ovr_risp_SV,ovr_risp_SVO,ovr_risp_HLD,ovr_risp_IP,ovr_risp_H,ovr_risp_R,ovr_risp_ER,ovr_risp_HR,ovr_risp_BB,ovr_risp_K,ovr_risp_P,ovr_risp_ERA,ovr_risp_WHIP,ovr_risp_BAA,ovr_risp_OBA
a7fa68001024e0086ceac21f3a290a9b,https://cards.theshow.com/mlb25/a7fa68001024e0086ceac21f3a290a9b-baked.webp,Nick Mears,Bronze,Brewers,MIL,71,RP,28,R,R,200 lbs,"6'2""",False,26,45,82,69,55,79,87,60,94,12,8,7,4,14,14,9,38,8,0,79,40,46,45,45,0,38,8,7,71,2025,683232,2025,2025_1,05/02/2025,64,Bronze,Common,7,8,12,4,7,14,14,9,67,65,87,57,26,11,11,40,11.0,4,5,0,2,11,114,2.85,0.1212,0.5455,0.614,4.0909,9.0,1.6364,0.0,3.2727,5.5,0.1429,0.1538,0.1111,0.2649,11,12,2.33,3,4,0,1,4,36,3.0,0.4286,1.7167,0.6111,15.4506,15.4506,3.8627,0.0,11.588,4.0,0.4286,0.3636,0.3333,0.6969,9,9,34,9.0,4,5,0,2,8,95,2.7941,0.1481,0.6667,0.6,5.0,8.0,2.0,0.0,4.0,4.0,0.16,0.1818,0.1333,0.3151,9,12,2.33,3,4,0,1,4,36,3.0,0.4286,1.7167,0.6111,15.4506,15.4506,3.8627,0.0,11.588,4.0,0.4286,0.3636,0.3333,0.6969,2,2,9,2.33,1,0,0,1,2,21,2.3333,0.1429,0.8584,0.6667,0.0,7.7253,3.8627,0.0,3.8627,2.0,0.1429,0.2222,0.125,0.3472,2,5,1.33,0,0,0,1,2,14,2.8,0.0,0.7519,0.6429,0.0,13.5338,6.7669,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1425,0,0,0,0,0,0,0,0,715.5,1025,0,0,100,700,900,15575,0.0,2.4109,0.2645,0.4452
8539c8dc2f2ada67f37ea34ff11d3831,https://cards.theshow.com/mlb25/8539c8dc2f2ada67f37ea34ff11d3831-baked.webp,Tyler Alexander,Bronze,Brewers,MIL,66,RP,30,R,L,203 lbs,"6'2""",False,65,56,63,52,71,56,63,72,91,0,0,0,0,0,0,0,38,9,0,81,38,54,46,40,0,39,0,8,71,2025,641302,2025,2025_1,05/02/2025,72,Bronze,Bronze,-1,0,0,0,0,0,0,0,55,63,64,49,58,10,10,110,24.0,23,14,1,11,21,321,2.9182,0.3194,1.4167,0.5265,5.25,7.875,4.125,0.375,8.625,1.9091,0.2588,0.3271,0.3191,0.6462,10,30,4.0,12,9,0,1,1,74,2.4667,1.0,3.25,0.4865,20.25,2.25,2.25,0.0,27.0,1.0,0.48,0.5385,0.6667,1.2052,6,6,57,11.67,15,12,0,4,9,150,2.6316,0.4286,1.6281,0.5333,9.2545,6.9409,3.0848,0.0,11.5681,2.25,0.3333,0.3519,0.3673,0.7192,6,20,2.33,9,9,0,0,1,44,2.2,1.2857,3.8627,0.5,34.7639,3.8627,0.0,0.0,34.7639,0.0,0.6,0.5625,0.75,1.3125,3,3,20,4.33,7,3,0,0,2,44,2.2,0.5385,1.6166,0.5682,6.2356,4.157,0.0,0.0,14.5497,0.0,0.3889,0.35,0.4,0.75,3,6,0.67,3,1,0,0,1,19,3.1667,1.5,4.4776,0.5263,13.4328,13.4328,0.0,0.0,40.2985,0.0,0.75,0.6,0.8,1.4,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2675,0,0,0,0,0,0,0,0,2298.6,2175,0,0,325,650,1925,36300,0.0,1.229,0.2254,0.3005
995c3120b368d6b35fed054225574ac8,https://cards.theshow.com/mlb25/995c3120b368d6b35fed054225574ac8-baked.webp,John Brebbia,Bronze,Tigers,DET,71,RP,34,L,R,205 lbs,"6'1""",False,24,52,86,70,53,49,76,64,87,1,1,0,0,0,0,1,62,2,0,94,57,65,54,37,0,25,0,8,71,2025,605154,2025,2025_1,05/02/2025,68,Bronze,Bronze,3,1,1,0,0,0,0,1,70,43,49,79,24,8,8,38,8.67,3,2,0,5,9,124,3.2632,0.1154,0.9227,0.5,2.0761,9.3426,5.1903,0.0,3.1142,1.8,0.1071,0.2973,0.1724,0.4697,8,9,1.0,3,2,0,2,2,30,3.3333,1.0,5.0,0.5333,18.0,18.0,18.0,0.0,27.0,1.0,0.4286,0.6667,0.8333,1.5,3,3,15,3.0,2,0,0,4,4,55,3.6667,0.2222,2.0,0.5091,0.0,12.0,12.0,0.0,6.0,1.0,0.1818,0.4,0.3636,0.7636,3,6,0.67,2,0,0,2,2,22,3.6667,1.0,5.9701,0.5,0.0,26.8657,26.8657,0.0,26.8657,1.0,0.5,0.6667,1.0,1.6667,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4425,0,0,0,0,0,0,0,0,2206.0,2300,0,0,325,1150,2250,39275,0.0,1.5639,0.2294,0.3566
26aa1c1c232884119cc2fd4e8981074c,https://cards.theshow.com/mlb25/26aa1c1c232884119cc2fd4e8981074c-baked.webp,Dean Kremer,Bronze,Orioles,BAL,71,SP,29,R,R,210 lbs,"6'2""",False,77,43,58,49,71,54,81,61,80,0,0,0,0,2,0,0,29,25,0,70,30,55,45,30,0,30,0,0,71,2025,665152,2025,2025_1,05/02/2025,73,Bronze,Bronze,-2,0,0,0,0,2,0,0,43,79,50,45,75,7,7,165,37.33,43,23,7,9,22,443,2.6848,0.3839,1.393,0.5237,5.5451,5.304,2.1698,1.6877,10.367,2.4444,0.2647,0.3212,0.4902,0.8114,7,39,5.67,21,7,0,1,4,110,2.8205,1.2353,3.8801,0.5273,11.1111,6.3492,1.5873,0.0,33.3333,4.0,0.6,0.5641,0.8649,1.429,4,4,96,23.0,22,10,3,6,11,266,2.7708,0.3188,1.2174,0.4962,3.913,4.3043,2.3478,1.1739,8.6087,1.8333,0.2289,0.2887,0.4505,0.7392,4,21,3.0,11,3,0,1,1,61,2.9048,1.2222,4.0,0.4754,9.0,3.0,3.0,0.0,33.0,1.0,0.55,0.5714,1.05,1.6214,2,2,49,12.67,7,4,0,5,5,126,2.5714,0.1842,0.9471,0.4921,2.8414,3.5517,3.5517,0.0,4.9724,1.0,0.1556,0.24,0.2222,0.4622,2,9,1.67,3,2,0,1,0,23,2.5556,0.6,2.3952,0.4348,10.7784,0.0,5.3892,0.0,16.1677,0.0,0.3333,0.4444,0.75,1.1944,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2325,0,0,0,0,0,0,0,0,2516.2,2500,0,0,400,1000,2000,39175,0.0,1.391,0.2347,0.331
2a17cd3a45ed87c2f638afb4917b463b,https://cards.theshow.com/mlb25/2a17cd3a45ed87c2f638afb4917b463b-baked.webp,Pete Fairbanks,Bronze,Rays,TB,71,CP,31,R,R,225 lbs,"6'6""",False,24,84,81,68,44,82,90,75,99,0,0,0,0,2,0,0,37,10,0,78,47,68,34,39,0,40,19,12,71,2025,664126,2025,2025_1,05/02/2025,74,Bronze,Bronze,-3,0,0,0,0,2,0,0,62,38,88,92,24,12,12,47,10.67,9,3,0,6,9,156,3.3191,0.2812,1.4058,0.4808,2.5305,7.5914,5.0609,0.0,7.5914,1.5,0.2368,0.3191,0.2683,0.5874,12,15,2.67,5,1,0,2,1,48,3.2,0.625,2.6217,0.4792,3.3708,3.3708,6.7416,0.0,16.8539,0.5,0.3571,0.4667,0.5385,1.0052,7,7,26,6.0,5,2,0,3,2,88,3.3846,0.2778,1.3333,0.4659,3.0,3.0,4.5,0.0,7.5,0.6667,0.2083,0.3077,0.3043,0.612,7,12,2.0,4,1,0,2,1,43,3.5833,0.6667,3.0,0.4651,4.5,4.5,9.0,0.0,18.0,0.5,0.3636,0.5,0.6,1.1,2,2,7,2.0,1,0,0,0,1,24,3.4286,0.1667,0.5,0.5,0.0,4.5,0.0,0.0,4.5,0.0,0.1667,0.1429,0.2857,0.4286,2,2,0.33,1,0,0,0,0,7,3.5,1.0,3.0303,0.2857,0.0,0.0,0.0,0.0,27.2727,0.0,0.5,0.5,1.0,1.5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2750,0,0,0,0,0,0,0,0,1432.4,1200,0,0,125,675,1750,23175,0.0,1.309,0.1975,0.3251
8d4a6320832b5918de01837df1e0de64,https://cards.theshow.com/mlb25/8d4a6320832b5918de01837df1e0de64-baked.webp,Jesus Tinoco,Bronze,Marlins,MIA,71,RP,29,R,R,258 lbs,"6'4""",False,27,87,79,53,57,83,99,70,78,13,12,9,7,9,12,15,37,11,0,67,50,68,44,37,0,38,8,5,71,2025,622786,2025,2025_1,05/02/2025,71,Bronze,Bronze,0,12,13,7,9,9,12,15,46,59,89,102,26,9,9,38,8.33,9,4,1,4,5,111,2.9211,0.36,1.5606,0.4685,4.3217,5.4022,4.3217,1.0804,9.7239,1.25,0.25,0.3421,0.4706,0.8127,9,15,2.33,4,2,0,4,0,43,2.8667,0.5714,3.4335,0.3488,7.7253,0.0,15.4506,0.0,15.4506,0.0,0.2667,0.5333,0.7273,1.2606,8,8,33,7.33,8,4,1,3,4,89,2.697,0.3636,1.5007,0.4944,4.9113,4.9113,3.6835,1.2278,9.8226,1.3333,0.25,0.3333,0.4667,0.8,8,12,2.0,3,2,0,3,0,29,2.4167,0.5,3.0,0.3448,9.0,0.0,13.5,0.0,13.5,0.0,0.25,0.5,0.6667,1.1667,3,3,14,2.67,5,4,1,1,3,39,2.7857,0.625,2.2472,0.5128,13.4831,10.1124,3.3708,3.3708,16.8539,3.0,0.4,0.4286,0.8462,1.2748,3,5,0.67,2,2,0,1,0,12,2.4,1.0,4.4776,0.4167,26.8657,0.0,13.4328,0.0,26.8657,0.0,0.4,0.6,1.25,1.85,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,683.1,450,0,0,125,450,750,11600,0.0,1.3175,0.1538,0.3162
761414806bc6c5fd3aeb51838aaa2f1d,https://cards.theshow.com/mlb25/761414806bc6c5fd3aeb51838aaa2f1d-baked.webp,Andre Pallante,Bronze,Cardinals,STL,71,SP,26,R,R,215 lbs,"6'0""",False,78,81,63,43,59,78,98,74,99,0,0,0,0,2,0,0,36,14,0,78,40,50,37,35,0,30,0,0,71,2025,669467,2025,2025_1,05/02/2025,66,Bronze,Bronze,5,0,0,0,0,2,0,0,42,64,78,90,110,6,6,137,32.0,30,14,6,12,20,400,2.9197,0.3125,1.3125,0.45,3.9375,5.625,3.375,1.6875,8.4375,1.6667,0.2143,0.3043,0.4524,0.7567,6,29,4.0,14,5,0,3,3,86,2.9655,1.1667,4.25,0.3837,11.25,6.75,6.75,0.0,31.5,1.0,0.5385,0.5862,0.8846,1.4708,4,4,96,22.67,22,10,4,7,11,271,2.8229,0.3235,1.2792,0.4502,3.97,4.367,2.779,1.588,8.734,1.5714,0.2195,0.299,0.4667,0.7657,4,21,2.67,11,4,0,2,1,62,2.9524,1.375,4.8689,0.3871,13.4831,3.3708,6.7416,0.0,37.0787,0.5,0.55,0.619,1.0,1.619,1,1,25,5.67,6,3,1,2,4,71,2.84,0.3529,1.4109,0.4366,4.7619,6.3492,3.1746,1.5873,9.5238,2.0,0.25,0.32,0.6087,0.9287,1,8,1.0,4,2,0,1,1,23,2.875,1.3333,5.0,0.4348,18.0,9.0,9.0,0.0,36.0,1.0,0.5714,0.625,1.2857,1.9107,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,0,0,0,0,0,0,2266.2,2050,0,0,175,1125,1450,33875,0.0,1.401,0.2187,0.3413
596a6f96de16fde7c6ffe2460e66db5a,https://cards.theshow.com/mlb25/596a6f96de16fde7c6ffe2460e66db5a-baked.webp,Steven Okert,Bronze,Astros,HOU,71,RP,33,L,L,202 lbs,"6'2""",False,26,60,68,73,61,65,85,56,77,0,0,0,0,1,0,0,53,11,0,74,49,59,55,39,0,25,0,9,71,2025,595345,2025,2025_1,05/02/2025,61,Bronze,Common,10,0,0,0,0,1,0,0,81,77,75,85,28,13,13,51,15.0,5,5,1,0,17,149,2.9216,0.1111,0.3333,0.5973,3.0,10.2,0.0,0.6,3.0,0.0,0.1212,0.1176,0.2245,0.3421,13,13,3.33,3,1,0,0,4,37,2.8462,0.3,0.9009,0.6216,2.7027,10.8108,0.0,0.0,8.1081,0.0,0.3333,0.2308,0.5,0.7308,8,8,32,9.33,3,1,0,0,7,81,2.5312,0.1071,0.3215,0.5926,0.9646,6.7524,0.0,0.0,2.8939,0.0,0.12,0.125,0.1667,0.2917,8,8,2.0,2,1,0,0,2,19,2.375,0.3333,1.0,0.6316,4.5,9.0,0.0,0.0,9.0,0.0,0.3333,0.25,0.5714,0.8214,4,4,12,4.0,0,1,0,0,2,33,2.75,0.0,0.0,0.6364,2.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0.67,0,1,0,0,0,5,2.5,0.0,0.0,0.4,13.4328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3250,0,0,0,0,0,0,0,0,1498.6,1275,0,0,200,1025,1450,27625,0.0,1.5348,0.1903,0.3582
894ac623e9b3060c61734f381935ae75,https://cards.theshow.com/mlb25/894ac623e9b3060c61734f381935ae75-baked.webp,Gavin Williams,Bronze,Guardians,CLE,71,SP,25,L,R,250 lbs,"6'6""",False,72,68,62,61,48,66,86,62,94,6,11,4,8,10,10,9,37,11,0,78,54,54,45,50,0,38,8,6,71,2025,668909,2025,2025_1,05/02/2025,73,Bronze,Bronze,-2,11,6,8,4,10,10,9,61,46,60,66,70,6,6,124,26.33,30,16,5,14,28,396,3.1935,0.3797,1.6711,0.5177,5.469,9.5708,4.7854,1.7091,10.2545,2.0,0.2778,0.3577,0.4404,0.7981,6,27,3.67,9,5,0,7,5,102,3.7778,0.8182,4.3597,0.451,12.2616,12.2616,17.1662,0.0,22.0708,0.7143,0.4091,0.5926,0.55,1.1426,3,3,67,13.67,18,11,4,8,14,205,3.0597,0.439,1.902,0.5073,7.2421,9.2173,5.267,2.6335,11.8508,1.75,0.2857,0.3881,0.5424,0.9305,3,11,0.67,5,2,0,4,0,42,3.8182,2.5,13.4328,0.4048,26.8657,0.0,53.7313,0.0,67.1642,0.0,0.4545,0.8182,0.8571,1.6753,1,1,14,2.0,7,4,1,2,2,46,3.2857,1.1667,4.5,0.4783,18.0,9.0,9.0,4.5,31.5,1.0,0.5,0.6,0.8462,1.4462,1,3,0.0,2,2,0,1,0,11,3.6667,0.0,0.0,0.3636,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,933.1,750,0,0,75,475,825,15700,0.0,1.3128,0.1863,0.3168
575717c9979b8bafd4cc063baaa7dc45,https://cards.theshow.com/mlb25/575717c9979b8bafd4cc063baaa7dc45-baked.webp,Joey Estes,Bronze,Athletics,OAK,71,SP,23,R,R,190 lbs,"6'2""",False,73,61,57,42,81,51,71,60,83,10,6,8,4,6,6,4,37,8,0,65,46,55,50,43,0,38,9,7,71,2025,683155,2025,2025_1,05/02/2025,73,Bronze,Bronze,-2,6,10,4,8,6,6,4,41,78,51,61,71,2,2,42,7.0,15,11,4,6,5,109,2.5952,0.7143,3.0,0.422,14.1429,6.4286,7.7143,5.1429,19.2857,0.8333,0.3235,0.5116,0.9118,1.4234,2,15,2.0,6,4,0,3,2,40,2.6667,1.0,4.5,0.375,18.0,9.0,13.5,0.0,27.0,0.6667,0.4615,0.6,0.9091,1.5091,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,749.3,700,0,0,150,250,475,12400,0.0,1.2678,0.2222,0.3175
40587990bbc19d57d70ab81fb7e67b3d,https://cards.theshow.com/mlb25/40587990bbc19d57d70ab81fb7e67b3d-baked.webp,Collin Snider,Bronze,Mariners,SEA,70,RP,29,R,R,195 lbs,"6'4""",False,25,65,66,55,74,73,96,66,73,8,6,8,4,10,10,6,37,8,0,71,45,65,50,48,0,39,8,5,70,2025,676092,2025,2025_1,05/02/2025,70,Bronze,Bronze,0,6,8,4,8,10,10,6,49,87,77,55,25,12,12,56,13.0,13,7,1,2,9,156,2.7857,0.3333,1.1538,0.5641,4.8462,6.2308,1.3846,0.6923,9.0,4.5,0.2727,0.2778,0.4615,0.7393,12,15,1.67,7,4,0,1,1,40,2.6667,1.4,4.7904,0.5,21.5569,5.3892,5.3892,0.0,37.7246,1.0,0.5833,0.6154,1.25,1.8654,7,7,28,7.67,5,2,1,0,4,69,2.4643,0.2174,0.6519,0.5652,2.3468,4.6936,0.0,1.1734,5.867,0.0,0.1739,0.1786,0.3214,0.5,7,3,0.67,1,0,0,0,0,6,2.0,0.5,1.4925,0.3333,0.0,0.0,0.0,0.0,13.4328,0.0,0.3333,0.3333,0.6667,1.0,2,2,9,2.0,3,1,1,0,1,21,2.3333,0.5,1.5,0.5238,4.5,4.5,0.0,4.5,13.5,0.0,0.2857,0.3333,0.7778,1.1111,2,1,0.0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,816.2,750,0,0,75,375,525,12425,0.0,1.3783,0.2239,0.3358
8b5efeafbaed4f57b0744d5a746c70a8,https://cards.theshow.com/mlb25/8b5efeafbaed4f57b0744d5a746c70a8-baked.webp,Porter Hodge,Bronze,Cubs,CHC,70,RP,24,R,R,230 lbs,"6'4""",False,26,82,78,73,43,82,81,75,92,8,7,8,4,6,7,8,30,7,0,78,50,42,46,44,0,38,7,5,70,2025,687863,2025,2025_1,05/02/2025,73,Bronze,Bronze,-3,7,8,4,8,6,7,8,69,45,80,68,26,16,16,64,14.0,13,10,1,8,16,203,3.1719,0.3095,1.5,0.5616,6.4286,10.2857,5.1429,0.6429,8.3571,2.0,0.2609,0.3333,0.3455,0.6788,16,19,3.33,5,5,0,3,4,59,3.1053,0.5,2.4024,0.4915,13.5135,10.8108,8.1081,0.0,13.5135,1.3333,0.3571,0.4444,0.5333,0.9777,9,9,34,7.33,6,8,1,5,7,104,3.0588,0.2727,1.5007,0.5481,9.8226,8.5948,6.1392,1.2278,7.367,1.4,0.2,0.3333,0.3571,0.6904,9,12,1.67,3,4,0,3,2,41,3.4167,0.6,3.5928,0.4634,21.5569,10.7784,16.1677,0.0,16.1677,0.6667,0.3333,0.5455,0.5,1.0455,3,3,11,2.0,1,1,0,3,1,39,3.5455,0.1667,2.0,0.5128,4.5,4.5,13.5,0.0,4.5,0.3333,0.1111,0.4,0.1429,0.5429,3,5,0.67,0,1,0,2,0,20,4.0,0.0,2.9851,0.45,13.4328,0.0,26.8657,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,258.1,125,0,0,0,100,300,3575,0.0,0.8718,0.1282,0.2308
f66b1be6ebb7f8ffacae0898f6771b68,https://cards.theshow.com/mlb25/f66b1be6ebb7f8ffacae0898f6771b68-baked.webp,Carmen Mlodzinski,Bronze,Pirates,PIT,70,SP,26,R,R,220 lbs,"6'2""",False,68,69,63,52,58,79,84,66,74,5,5,5,5,5,5,5,25,0,0,65,45,60,55,45,0,35,25,0,70,2025,669387,2025,2025_1,05/02/2025,71,Bronze,Bronze,-1,5,5,5,5,5,5,5,47,66,79,51,109,6,6,122,25.0,37,15,2,10,22,329,2.6967,0.4933,1.88,0.5167,5.4,7.92,3.6,0.72,13.32,2.2,0.3571,0.3852,0.4732,0.8584,6,33,3.33,16,5,0,6,2,79,2.3939,1.6,6.6066,0.4304,13.5135,5.4054,16.2162,0.0,43.2432,0.3333,0.5333,0.6875,0.9615,1.649,4,4,81,16.67,25,10,2,6,12,204,2.5185,0.5,1.8596,0.5196,5.3989,6.4787,3.2394,1.0798,13.4973,2.0,0.3433,0.3827,0.52,0.9027,4,21,2.0,12,2,0,2,1,43,2.0476,2.0,7.0,0.4884,9.0,4.5,9.0,0.0,54.0,0.5,0.6316,0.7,1.0556,1.7556,1,1,18,3.67,6,0,0,1,4,48,2.6667,0.5455,1.9074,0.5208,0.0,9.8093,2.4523,0.0,14.7139,4.0,0.4286,0.3889,0.3529,0.7418,1,3,0.0,2,0,0,1,0,7,2.3333,0.0,0.0,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,0.6667,1.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,0,0,0,657.4,450,0,0,25,250,700,10625,0.0,1.0648,0.1731,0.2692
