,uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,pitches,new_rank,has_rank_change,season,mlb_id
328,739677cb4816a8a7797f72c5219301bd,https://cards.theshow.com/mlb23/739677cb4816a8a7797f72c5219301bd-baked.webp,Eli Morgan,Bronze,Guardians,CLE,69,RP,,49,26,R,R,190 lbs,"5'10""",California,False,27,51,65,65,76,52,63,71,97,0,0,0,0,0,0,0,20,8,0,62,57,83,66,43,0,22,0,16,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 72, 'movement': 97}, {'name': 'Circle Change', 'speed': 76, 'control': 79, 'movement': 90}, {'name': 'Slider', 'speed': 86, 'control': 86, 'movement': 46}, {'name': 'Curveball', 'speed': 80, 'control': 49, 'movement': 70}]",69,False,2023,669212
329,fc38db62c351e8c040429caca0a5a589,https://cards.theshow.com/mlb23/fc38db62c351e8c040429caca0a5a589-baked.webp,Elias Diaz,Bronze,Rockies,COL,74,C,,35,32,R,R,223 lbs,"6'1""",Venezuela,True,0,0,0,0,0,0,0,10,10,48,92,51,57,67,49,78,35,25,64,0,41,84,59,40,57,35,0,10,[],74,False,2023,553869
330,b54ce50a0533b03974bf5a41f221e569,https://cards.theshow.com/mlb23/b54ce50a0533b03974bf5a41f221e569-baked.webp,Elly De La Cruz,Silver,Reds,CIN,78,SS,"2B, 3B",44,21,S,R,200 lbs,"6'5""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,46,67,48,65,33,58,63,37,28,70,0,72,99,70,67,0,99,80,99,[],78,False,2023,682829
331,db3d469ec356e3063d50ba53fddc419b,https://cards.theshow.com/mlb23/db3d469ec356e3063d50ba53fddc419b-baked.webp,Eloy Jimenez,Bronze,White Sox,CWS,72,LF,RF,74,26,R,R,240 lbs,"6'4""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,78,76,65,66,66,49,82,35,25,75,0,44,45,52,39,0,42,0,12,[],72,False,2023,650391
332,1e18b5b435fa0f6297789cee847d074c,https://cards.theshow.com/mlb23/1e18b5b435fa0f6297789cee847d074c-baked.webp,Elvis Andrus,Bronze,White Sox,CWS,73,2B,SS,1,34,R,R,210 lbs,"6'0""",Venezuela,True,0,0,0,0,0,0,0,10,10,69,60,53,42,77,52,58,35,26,91,0,70,54,75,75,0,32,49,72,[],73,False,2023,462101
333,6a4b27443f2c662d6e8401503d8b15e1,https://cards.theshow.com/mlb23/6a4b27443f2c662d6e8401503d8b15e1-baked.webp,Elvis Peguero,Bronze,Brewers,MIL,72,RP,,59,26,R,R,237 lbs,"6'5""",Dominican Republic,False,29,76,79,65,62,54,71,47,56,16,12,10,5,11,13,12,37,12,0,78,46,66,45,54,0,38,9,4,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 53, 'movement': 56}, {'name': 'Slider', 'speed': 84, 'control': 55, 'movement': 55}, {'name': 'Changeup', 'speed': 80, 'control': 34, 'movement': 37}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 47, 'movement': 46}]",72,False,2023,665625
334,048574d61377b6b4f3cd0a7d9f9080a1,https://cards.theshow.com/mlb23/048574d61377b6b4f3cd0a7d9f9080a1-baked.webp,Emilio Pagan,Bronze,Twins,MIN,71,RP,,15,31,L,R,208 lbs,"6'2""",South Carolina,False,27,75,70,69,60,41,81,73,90,0,0,0,0,0,0,0,63,1,0,73,56,72,52,35,0,25,0,4,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 71, 'movement': 90}, {'name': 'Cutter', 'speed': 86, 'control': 64, 'movement': 73}, {'name': 'Splitter', 'speed': 88, 'control': 78, 'movement': 76}, {'name': '12-6 Curve', 'speed': 80, 'control': 78, 'movement': 86}, {'name': 'Slider', 'speed': 85, 'control': 78, 'movement': 80}]",71,False,2023,641941
335,8097c99f0e839a5729a10ed6629d5df1,https://cards.theshow.com/mlb23/8097c99f0e839a5729a10ed6629d5df1-baked.webp,Emmanuel Clase,Silver,Guardians,CLE,75,CP,,48,25,R,R,206 lbs,"6'2""",Dominican Republic,False,25,80,75,56,80,84,99,86,97,0,0,0,0,2,0,0,29,8,0,95,45,99,38,35,0,42,0,8,"[{'name': 'Cutter', 'speed': 97, 'control': 94, 'movement': 85}, {'name': 'Slider', 'speed': 92, 'control': 94, 'movement': 97}, {'name': '4-Seam Fastball', 'speed': 99, 'control': 70, 'movement': 57}]",75,False,2023,661403
336,72454941bec768ea77b321583263c259,https://cards.theshow.com/mlb23/72454941bec768ea77b321583263c259-baked.webp,Emmanuel Rivera,Bronze,Diamondbacks,ARI,73,3B,2B,15,26,R,R,225 lbs,"6'2""",Puerto Rico,True,0,0,0,0,0,0,0,10,10,90,67,48,44,68,44,84,35,25,62,0,68,71,67,62,0,47,6,32,[],73,False,2023,656896
337,432a594460b49f65d0da019dbb42c22e,https://cards.theshow.com/mlb23/432a594460b49f65d0da019dbb42c22e-baked.webp,Emmet Sheehan,Bronze,Dodgers,LAD,67,RP,,80,23,R,R,220 lbs,"6'5""",New York,False,78,70,80,48,52,53,71,51,55,7,4,5,3,6,6,7,36,8,0,81,57,55,56,49,0,48,4,3,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 53, 'movement': 55}, {'name': 'Slider', 'speed': 84, 'control': 52, 'movement': 48}, {'name': 'Curveball', 'speed': 78, 'control': 48, 'movement': 52}, {'name': 'Changeup', 'speed': 78, 'control': 49, 'movement': 49}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 54, 'movement': 49}]",67,False,2023,686218
338,7dad0c6bd8c7227c5f210187d297b375,https://cards.theshow.com/mlb23/7dad0c6bd8c7227c5f210187d297b375-baked.webp,Endy Rodriguez,Bronze,Pirates,PIT,69,C,"1B, 2B, LF, RF",25,22,S,R,200 lbs,"6'0""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,43,63,50,49,48,55,49,29,24,55,0,66,69,66,66,55,51,10,26,[],69,False,2023,682848
339,3813a7e99f42a841a20e7f49859f1142,https://cards.theshow.com/mlb23/3813a7e99f42a841a20e7f49859f1142-baked.webp,Enmanuel De Jesus,Common,Marlins,MIA,62,SP,,83,26,L,L,190 lbs,"6'3""",Venezuela,False,74,38,47,44,56,45,66,52,52,5,8,2,4,7,5,6,29,5,0,71,52,45,56,45,0,38,6,4,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 56, 'movement': 52}, {'name': 'Curveball', 'speed': 79, 'control': 50, 'movement': 50}, {'name': 'Slider', 'speed': 83, 'control': 52, 'movement': 51}, {'name': 'Changeup', 'speed': 78, 'control': 49, 'movement': 44}, {'name': '2-Seam Fastball', 'speed': 90, 'control': 54, 'movement': 50}]",62,False,2023,646241
340,4f03dae4f1f28deb53f7004c6d7cd132,https://cards.theshow.com/mlb23/4f03dae4f1f28deb53f7004c6d7cd132-baked.webp,Enmanuel Valdez,Bronze,Red Sox,BOS,67,3B,"1B, 2B, SS, LF, RF",47,24,L,R,191 lbs,"5'8""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,48,55,54,57,38,32,29,34,26,65,0,60,66,61,62,0,67,38,34,[],67,False,2023,665839
341,20d1e8b66ffbca4cddf6d38fc5d0a2e7,https://cards.theshow.com/mlb23/20d1e8b66ffbca4cddf6d38fc5d0a2e7-baked.webp,Enoli Paredes,Common,Astros,HOU,64,CP,,48,27,R,R,171 lbs,"5'11""",Dominican Republic,False,45,65,68,58,45,61,78,47,85,0,0,0,0,2,0,0,30,25,0,70,25,60,30,25,0,30,0,0,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 46, 'movement': 66}, {'name': 'Slider', 'speed': 86, 'control': 73, 'movement': 85}, {'name': 'Changeup', 'speed': 84, 'control': 38, 'movement': 77}, {'name': 'Curveball', 'speed': 81, 'control': 34, 'movement': 78}]",64,False,2023,660600
342,577c5dea823ca5a95c6bb47aa449783e,https://cards.theshow.com/mlb23/577c5dea823ca5a95c6bb47aa449783e-baked.webp,Enrique Hernandez,Silver,Dodgers,LAD,75,SS,"2B, 3B, LF, CF, RF",8,31,R,R,195 lbs,"5'11""",Puerto Rico,True,0,0,0,0,0,0,0,10,10,60,54,42,50,69,49,58,41,28,82,0,79,82,81,99,0,47,2,8,[],75,False,2023,571771
343,a2a49c60708c71e83da6ec2c5a04e1b6,https://cards.theshow.com/mlb23/a2a49c60708c71e83da6ec2c5a04e1b6-baked.webp,Enyel De Los Santos,Bronze,Guardians,CLE,71,RP,,62,27,R,R,235 lbs,"6'3""",Dominican Republic,False,27,65,82,65,58,72,80,78,85,0,0,0,0,1,0,0,37,18,0,62,35,71,46,37,0,38,0,8,"[{'name': '4-Seam Fastball', 'speed': 95, 'control': 80, 'movement': 85}, {'name': 'Slider', 'speed': 83, 'control': 85, 'movement': 68}, {'name': 'Circle Change', 'speed': 87, 'control': 70, 'movement': 75}]",71,False,2023,660853
344,362bb9e85bfd59d170c7367d97e2b515,https://cards.theshow.com/mlb23/362bb9e85bfd59d170c7367d97e2b515-baked.webp,Eric Lauer,Bronze,Brewers,MIL,71,SP,,52,27,R,L,209 lbs,"6'3""",Ohio,False,76,52,60,58,60,50,69,74,88,0,5,11,19,0,36,1,99,25,0,78,56,56,54,43,0,39,0,12,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 69, 'movement': 83}, {'name': 'Cutter', 'speed': 90, 'control': 75, 'movement': 88}, {'name': '12-6 Curve', 'speed': 78, 'control': 83, 'movement': 48}, {'name': 'Slider', 'speed': 87, 'control': 74, 'movement': 54}, {'name': 'Circle Change', 'speed': 87, 'control': 73, 'movement': 68}]",71,False,2023,641778
345,1ce7e1b08aefa82dca980ed52b550310,https://cards.theshow.com/mlb23/1ce7e1b08aefa82dca980ed52b550310-baked.webp,Erik Swanson,Silver,Blue Jays,TOR,75,RP,,50,29,R,R,225 lbs,"6'3""",Ohio,False,25,90,81,72,64,65,71,72,93,0,0,0,0,1,0,0,63,1,0,70,55,68,50,39,0,40,0,5,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 76, 'movement': 93}, {'name': 'Splitter', 'speed': 84, 'control': 80, 'movement': 72}, {'name': 'Slider', 'speed': 85, 'control': 60, 'movement': 59}]",75,False,2023,657024
346,e25478dab675b33e5441c59b2c44dfc4,https://cards.theshow.com/mlb23/e25478dab675b33e5441c59b2c44dfc4-baked.webp,Ernie Clement,Common,Blue Jays,TOR,64,2B,"3B, SS, LF",28,27,R,R,170 lbs,"6'0""",New York,True,0,0,0,0,0,0,0,10,10,42,38,32,27,78,35,40,41,29,70,0,78,58,70,75,0,69,0,42,[],64,False,2023,676391
347,0c1234c3719aff4c3dc2a799c6495ffe,https://cards.theshow.com/mlb23/0c1234c3719aff4c3dc2a799c6495ffe-baked.webp,Esteury Ruiz,Silver,Athletics,OAK,78,CF,"2B, 3B, SS, LF, RF",1,24,R,R,169 lbs,"6'0""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,84,63,38,30,72,34,101,32,27,79,0,71,64,61,67,0,97,99,99,[],78,False,2023,665923
348,32df38d18d0df97f394f4b2b5fdca17d,https://cards.theshow.com/mlb23/32df38d18d0df97f394f4b2b5fdca17d-baked.webp,Estevan Florial,Bronze,Yankees,NYY,68,CF,"LF, RF",90,25,L,R,195 lbs,"6'1""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,48,49,48,55,35,48,52,39,25,77,0,69,67,53,68,0,78,40,53,[],68,False,2023,664314
349,9c652755d0405ed9e0455803b3a8b824,https://cards.theshow.com/mlb23/9c652755d0405ed9e0455803b3a8b824-baked.webp,Ethan Small,Common,Brewers,MIL,62,SP,,43,26,L,L,200 lbs,"6'2""",Tennessee,False,76,60,49,57,34,62,65,55,72,11,16,8,12,14,12,8,38,8,0,65,55,45,56,50,0,33,16,7,"[{'name': '4-Seam Fastball', 'speed': 91, 'control': 60, 'movement': 72}, {'name': 'Circle Change', 'speed': 79, 'control': 53, 'movement': 60}, {'name': 'Slider', 'speed': 79, 'control': 56, 'movement': 66}, {'name': '2-Seam Fastball', 'speed': 90, 'control': 54, 'movement': 50}]",62,False,2023,663629
350,1fb5ae8891cf6a8b1d32d3f1121b34f2,https://cards.theshow.com/mlb23/1fb5ae8891cf6a8b1d32d3f1121b34f2-baked.webp,Eugenio Suarez,Bronze,Mariners,SEA,72,3B,"1B, SS",28,31,R,R,213 lbs,"5'11""",Venezuela,True,0,0,0,0,0,0,0,10,10,63,54,65,72,37,69,56,35,25,92,0,75,63,84,67,0,27,3,26,[],72,False,2023,553993
351,b9502764d2a757587e41fcd18c84c78c,https://cards.theshow.com/mlb23/b9502764d2a757587e41fcd18c84c78c-baked.webp,Evan Carter,Gold,Rangers,TEX,82,CF,"LF, RF",32,21,L,R,190 lbs,"6'4""",Tennessee,True,0,0,0,0,0,0,0,10,10,52,97,50,65,45,98,75,35,30,70,0,83,59,65,88,0,91,60,60,[],82,False,2023,694497
352,9fea8de3d6571fa87307a48cbdb9f345,https://cards.theshow.com/mlb23/9fea8de3d6571fa87307a48cbdb9f345-baked.webp,Evan Justice,Common,Rockies,COL,57,RP,,56,25,L,L,205 lbs,"6'4""",Virginia,False,25,57,49,47,56,45,75,52,55,4,6,3,7,6,8,7,37,5,0,82,52,45,56,47,0,38,6,5,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 56, 'movement': 55}, {'name': 'Slider', 'speed': 84, 'control': 53, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 48, 'movement': 50}]",57,False,2023,687145
353,aeeccb23240a0d6ee5b5c0ef3e314a4a,https://cards.theshow.com/mlb23/aeeccb23240a0d6ee5b5c0ef3e314a4a-baked.webp,Evan Longoria,Silver,Diamondbacks,ARI,76,3B,1B,3,37,R,R,213 lbs,"6'1""",California,True,0,0,0,0,0,0,0,10,10,84,55,95,69,49,61,48,54,25,76,0,68,34,77,72,0,36,2,8,[],76,False,2023,446334
354,7b6a3f6dd3af2f09823e8ebcb0f52097,https://cards.theshow.com/mlb23/7b6a3f6dd3af2f09823e8ebcb0f52097-baked.webp,Evan Phillips,Diamond,Dodgers,LAD,87,RP,,59,28,R,R,215 lbs,"6'2""",Maryland,False,25,121,102,80,80,72,99,79,99,0,0,0,0,0,8,0,38,12,0,79,25,55,37,34,0,37,0,13,"[{'name': 'Slider', 'speed': 85, 'control': 78, 'movement': 99}, {'name': 'Cutter', 'speed': 93, 'control': 84, 'movement': 60}, {'name': '4-Seam Fastball', 'speed': 96, 'control': 78, 'movement': 58}, {'name': 'Sinker', 'speed': 95, 'control': 76, 'movement': 68}]",87,False,2023,623465
355,26d3af810451fadd294aff0f8e5cdee7,https://cards.theshow.com/mlb23/26d3af810451fadd294aff0f8e5cdee7-baked.webp,Everson Pereira,Bronze,Yankees,NYY,66,CF,"LF, RF",80,21,R,R,191 lbs,"6'0""",Venezuela,True,0,0,0,0,0,0,0,10,10,50,55,40,46,44,44,38,35,27,64,0,62,65,54,65,0,74,39,34,[],66,False,2023,677592
356,046d4d3fe420aa00e24349c554a9f279,https://cards.theshow.com/mlb23/046d4d3fe420aa00e24349c554a9f279-baked.webp,Ezequiel Duran,Silver,Rangers,TEX,79,2B,"3B, SS, LF, RF",20,23,R,R,185 lbs,"5'11""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,85,78,76,56,52,38,68,34,31,80,0,74,99,60,70,0,84,8,25,[],79,False,2023,677649
357,2ca500bb14c5c11f3dcf977b5043734e,https://cards.theshow.com/mlb23/2ca500bb14c5c11f3dcf977b5043734e-baked.webp,Ezequiel Tovar,Silver,Rockies,COL,76,SS,"2B, 3B",14,21,R,R,162 lbs,"6'0""",Venezuela,True,0,0,0,0,0,0,0,10,10,70,65,65,47,53,33,72,28,31,80,0,85,73,72,76,0,63,19,34,[],76,False,2023,678662
358,def6feabfe6b1da4025c2152c03aa83e,https://cards.theshow.com/mlb23/def6feabfe6b1da4025c2152c03aa83e-baked.webp,Felix Bautista,Diamond,Orioles,BAL,92,CP,,74,27,R,R,285 lbs,"6'8""",Dominican Republic,False,27,121,116,120,45,75,99,82,92,0,0,0,0,2,0,0,36,7,0,80,35,87,41,36,0,38,0,7,"[{'name': '4-Seam Fastball', 'speed': 99, 'control': 83, 'movement': 80}, {'name': 'Splitter', 'speed': 88, 'control': 87, 'movement': 59}, {'name': 'Slider', 'speed': 85, 'control': 77, 'movement': 92}]",92,False,2023,642585
359,c0555098bc5bf56e5d5105e4f9ba0e5c,https://cards.theshow.com/mlb23/c0555098bc5bf56e5d5105e4f9ba0e5c-baked.webp,Fernando Cruz,Bronze,Reds,CIN,68,RP,,63,33,R,R,237 lbs,"6'2""",Puerto Rico,False,23,55,69,73,48,44,81,48,80,5,3,8,4,3,4,3,39,7,0,78,55,56,56,43,0,39,5,4,"[{'name': 'Slider', 'speed': 87, 'control': 56, 'movement': 69}, {'name': 'Splitter', 'speed': 82, 'control': 46, 'movement': 80}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 46, 'movement': 69}, {'name': '2-Seam Fastball', 'speed': 93, 'control': 46, 'movement': 62}]",68,False,2023,518585
360,aacfe532ad5037a09894ea841d6ff2ba,https://cards.theshow.com/mlb23/aacfe532ad5037a09894ea841d6ff2ba-baked.webp,Fernando Tatis Jr.,Diamond,Padres,SD,89,RF,"2B, 3B, SS, LF, CF",23,23,R,R,217 lbs,"6'3""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,91,62,80,65,63,58,79,45,45,79,0,90,99,99,82,0,90,94,90,[],89,False,2023,665487
361,c0ed40c1744035add0f3b4a4162118a7,https://cards.theshow.com/mlb23/c0ed40c1744035add0f3b4a4162118a7-baked.webp,Forrest Wall,Bronze,Braves,ATL,66,CF,"2B, LF, RF",73,27,L,R,195 lbs,"6'1""",Florida,True,0,0,0,0,0,0,0,10,10,48,52,32,47,42,56,35,32,32,76,0,65,61,49,55,0,85,70,72,[],66,False,2023,657088
362,2acb3374193eacfdc8c704b0faab6fee,https://cards.theshow.com/mlb23/2acb3374193eacfdc8c704b0faab6fee-baked.webp,Forrest Whitley,Common,Astros,HOU,63,SP,,29,25,R,R,238 lbs,"6'7""",Texas,False,77,52,47,49,45,48,83,63,70,6,6,5,7,10,13,8,20,4,0,78,36,44,39,34,0,27,0,0,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 62, 'movement': 65}, {'name': 'Slider', 'speed': 87, 'control': 61, 'movement': 60}, {'name': 'Curveball', 'speed': 82, 'control': 58, 'movement': 52}, {'name': 'Changeup', 'speed': 82, 'control': 76, 'movement': 70}, {'name': '2-Seam Fastball', 'speed': 94, 'control': 59, 'movement': 58}]",63,False,2023,666215
363,f53203e7da73bf0970140a39c986231f,https://cards.theshow.com/mlb23/f53203e7da73bf0970140a39c986231f-baked.webp,Framber Valdez,Gold,Astros,HOU,81,SP,,59,29,R,L,239 lbs,"5'11""",Dominican Republic,False,92,72,75,61,72,72,92,79,99,0,0,0,0,0,0,0,64,0,0,74,54,68,49,39,0,42,0,13,"[{'name': 'Sinker', 'speed': 94, 'control': 77, 'movement': 91}, {'name': 'Curveball', 'speed': 79, 'control': 85, 'movement': 99}, {'name': 'Cutter', 'speed': 83, 'control': 81, 'movement': 59}, {'name': 'Circle Change', 'speed': 88, 'control': 79, 'movement': 90}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 77, 'movement': 66}]",81,False,2023,664285
364,2d5c9e72cf23f2dc4f23ae0b2dd033cc,https://cards.theshow.com/mlb23/2d5c9e72cf23f2dc4f23ae0b2dd033cc-baked.webp,Francisco Alvarez,Gold,Mets,NYM,81,C,,4,21,R,R,233 lbs,"5'10""",Venezuela,True,0,0,0,0,0,0,0,10,10,34,55,70,97,53,59,59,35,25,78,0,83,66,62,74,72,45,16,12,[],81,False,2023,682626
365,63a5d8b342578049277514e3d739d968,https://cards.theshow.com/mlb23/63a5d8b342578049277514e3d739d968-baked.webp,Francisco Lindor,Diamond,Mets,NYM,87,SS,"2B, 3B",12,29,S,R,190 lbs,"5'11""",Puerto Rico,True,0,0,0,0,0,0,0,10,10,78,60,107,60,67,67,64,44,33,98,0,90,60,87,85,0,68,76,72,[],87,False,2023,596019
366,f7a97aa3f21a2a44a7637cf6ad21faae,https://cards.theshow.com/mlb23/f7a97aa3f21a2a44a7637cf6ad21faae-baked.webp,Francisco Mejia,Bronze,Rays,TB,74,C,"1B, LF",21,27,S,R,188 lbs,"5'8""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,84,53,42,60,62,34,66,45,45,82,0,54,92,52,53,66,48,0,25,[],74,False,2023,642336
367,983cd81ec2c17866af72cedf01983be7,https://cards.theshow.com/mlb23/983cd81ec2c17866af72cedf01983be7-baked.webp,Francisco Perez,Common,Athletics,OAK,58,CP,,60,25,S,L,217 lbs,"6'2""",Dominican Republic,False,27,35,25,60,78,99,69,51,81,8,10,4,8,12,12,5,34,9,0,64,44,54,46,56,0,35,7,4,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 65, 'movement': 69}, {'name': 'Slider', 'speed': 83, 'control': 54, 'movement': 67}, {'name': 'Circle Change', 'speed': 85, 'control': 40, 'movement': 44}, {'name': '12-6 Curve', 'speed': 76, 'control': 45, 'movement': 81}]",58,False,2023,660906
368,ae56d77a2e9a6927aa1873660ff1df94,https://cards.theshow.com/mlb23/ae56d77a2e9a6927aa1873660ff1df94-baked.webp,Frankie Montas,Silver,Yankees,NYY,75,SP,,47,30,R,R,255 lbs,"6'2""",Dominican Republic,False,78,66,58,57,67,64,99,69,80,0,0,0,0,0,5,0,61,3,0,74,56,68,54,36,0,25,0,10,"[{'name': '4-Seam Fastball', 'speed': 96, 'control': 68, 'movement': 70}, {'name': 'Splitter', 'speed': 86, 'control': 65, 'movement': 67}, {'name': 'Sinker', 'speed': 95, 'control': 72, 'movement': 64}, {'name': 'Slider', 'speed': 87, 'control': 68, 'movement': 77}, {'name': 'Cutter', 'speed': 90, 'control': 75, 'movement': 80}]",75,False,2023,593423
369,58f7f8fa579b1975997cb4392e9eb092,https://cards.theshow.com/mlb23/58f7f8fa579b1975997cb4392e9eb092-baked.webp,Freddie Freeman,Diamond,Dodgers,LAD,91,1B,3B,5,33,L,R,220 lbs,"6'5""",California,True,0,0,0,0,0,0,0,10,10,105,108,90,62,76,69,115,35,25,97,0,63,52,87,59,0,48,76,60,[],91,False,2023,518692
370,291806ebb9de8fe92dc92a02a2b46b5a,https://cards.theshow.com/mlb23/291806ebb9de8fe92dc92a02a2b46b5a-baked.webp,Freddy Peralta,Gold,Brewers,MIL,81,SP,,51,26,R,R,196 lbs,"6'0""",Dominican Republic,False,80,65,83,77,62,61,66,79,73,2,0,0,0,1,13,0,59,16,0,71,44,65,43,38,0,42,0,4,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 87, 'movement': 73}, {'name': 'Slider', 'speed': 80, 'control': 76, 'movement': 58}, {'name': 'Curveball', 'speed': 76, 'control': 91, 'movement': 48}, {'name': 'Circle Change', 'speed': 86, 'control': 65, 'movement': 67}]",81,False,2023,642547
371,08917f0298e9037da5c30767a4813068,https://cards.theshow.com/mlb23/08917f0298e9037da5c30767a4813068-baked.webp,Gabe Speier,Silver,Mariners,SEA,78,RP,,55,27,L,L,200 lbs,"5'11""",California,False,25,80,71,70,85,62,90,59,87,11,16,4,9,11,8,9,39,8,0,81,46,44,38,44,0,38,6,4,"[{'name': 'Slider', 'speed': 82, 'control': 74, 'movement': 86}, {'name': 'Sinker', 'speed': 94, 'control': 63, 'movement': 77}, {'name': '4-Seam Fastball', 'speed': 94, 'control': 55, 'movement': 79}, {'name': 'Circle Change', 'speed': 87, 'control': 46, 'movement': 87}]",78,False,2023,642100
372,246483102c9970dff69e93be7e70d135,https://cards.theshow.com/mlb23/246483102c9970dff69e93be7e70d135-baked.webp,Gabriel Moreno,Diamond,Diamondbacks,ARI,86,C,"2B, 3B, LF",14,23,R,R,195 lbs,"5'11""",Venezuela,True,0,0,0,0,0,0,0,10,10,120,65,65,52,67,55,97,35,25,78,0,85,69,90,80,92,56,17,15,[],86,False,2023,672515
373,e047568bb33c42a8979f0569534f716c,https://cards.theshow.com/mlb23/e047568bb33c42a8979f0569534f716c-baked.webp,Garrett Cleavinger,Silver,Rays,TB,78,RP,,60,28,R,L,220 lbs,"6'1""",Kansas,False,30,80,101,75,46,47,99,62,94,0,0,0,0,0,0,0,27,22,0,79,36,55,46,46,0,40,0,0,"[{'name': 'Slider', 'speed': 83, 'control': 60, 'movement': 94}, {'name': '4-Seam Fastball', 'speed': 96, 'control': 78, 'movement': 72}, {'name': 'Sinker', 'speed': 95, 'control': 56, 'movement': 81}, {'name': 'Sweeping Curve', 'speed': 77, 'control': 54, 'movement': 88}]",78,False,2023,664076
374,0d822563fd9d5c15ca4eb10197fc2407,https://cards.theshow.com/mlb23/0d822563fd9d5c15ca4eb10197fc2407-baked.webp,Garrett Cooper,Bronze,Padres,SD,74,1B,"LF, RF",24,32,R,R,235 lbs,"6'5""",Alabama,True,0,0,0,0,0,0,0,10,10,100,57,55,65,47,43,79,35,25,73,0,81,38,73,70,0,36,2,12,[],74,False,2023,643265
375,64feef79bc21673236d833505566c36d,https://cards.theshow.com/mlb23/64feef79bc21673236d833505566c36d-baked.webp,Garrett Crochet,Bronze,White Sox,CWS,69,RP,,45,23,L,L,230 lbs,"6'6""",Mississippi,False,25,70,76,68,49,90,87,83,95,0,0,0,0,2,0,0,35,8,0,67,46,77,48,43,0,38,8,7,"[{'name': '4-Seam Fastball', 'speed': 97, 'control': 70, 'movement': 71}, {'name': 'Slider', 'speed': 85, 'control': 92, 'movement': 95}, {'name': 'Circle Change', 'speed': 88, 'control': 89, 'movement': 62}]",69,False,2023,676979
376,66b72f965774278461f820e7220db4cd,https://cards.theshow.com/mlb23/66b72f965774278461f820e7220db4cd-baked.webp,Garrett Hampson,Bronze,Marlins,MIA,73,SS,"2B, 3B, LF, CF, RF",1,28,R,R,196 lbs,"5'11""",Nevada,True,0,0,0,0,0,0,0,10,10,72,68,32,44,48,60,53,96,96,90,0,78,61,61,67,0,91,69,70,[],73,False,2023,641658
377,6bc8dda92266aa4bca9b151993726438,https://cards.theshow.com/mlb23/6bc8dda92266aa4bca9b151993726438-baked.webp,Garrett Hill,Bronze,Tigers,DET,67,SP,,50,27,R,R,185 lbs,"6'0""",California,False,76,54,74,44,42,61,73,54,83,17,15,11,6,18,11,13,39,8,0,59,52,44,53,54,0,38,14,5,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 54, 'movement': 73}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 74, 'movement': 52}, {'name': 'Slider', 'speed': 83, 'control': 46, 'movement': 56}, {'name': 'Circle Change', 'speed': 82, 'control': 50, 'movement': 60}, {'name': 'Curveball', 'speed': 77, 'control': 49, 'movement': 83}]",67,False,2023,682051
378,db8bdc788823cc781f69ec45a92047cb,https://cards.theshow.com/mlb23/db8bdc788823cc781f69ec45a92047cb-baked.webp,Garrett Mitchell,Bronze,Brewers,MIL,70,CF,"LF, RF",5,24,L,R,224 lbs,"6'3""",California,True,0,0,0,0,0,0,0,10,10,48,63,40,51,18,54,40,40,35,75,0,70,91,67,62,0,99,60,65,[],70,False,2023,669003
