uuid,type,img,baked_img,sc_baked_img,name,short_description,rarity,team,team_short_name,ovr,series,series_texture_name,series_year,display_position,display_secondary_positions,jersey_number,age,bat_hand,throw_hand,weight,height,born,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,hit_rank_image,fielding_rank_image,pitches,quirks,is_sellable,has_augment,augment_text,augment_end_date,has_matchup,stars,trend,new_rank,has_rank_change,event,set_name,is_live_set,ui_anim_index,locations
8744f300068e6eb0b508488420af3ee2,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS2RvdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a479c3be485ea5f02c4f19a5819891bc091df2b6/51a56e6513d1a0ca915bb3de6904a446.png,https://cards.theshow.com/mlb25/8744f300068e6eb0b508488420af3ee2-baked.webp,,Marc Church,,Common,Rangers,TEX,59,Live,,2017,RP,,30,23,R,R,189 lbs,"6'3""",Georgia,False,26,53,56,57,46,55,72,51,56,8,7,7,3,7,6,7,34,3,0,77,56,59,46,56,0,39,6,2,,,"[{'name': '4-Seam Fastball', 'speed': 94, 'control': 53, 'movement': 56}, {'name': 'Slider', 'speed': 85, 'control': 53, 'movement': 55}, {'name': '2-Seam Fastball', 'speed': 92, 'control': 49, 'movement': 54}]",[],True,False,,,False,,,59,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
204b48bfe400b8fc8e4422f6b44c9430,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRTZFdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1496020f92a6f463da81efb0f2a071f7845c7e9b/19047d5ca38d542cc8c18b1690daea62.png,https://cards.theshow.com/mlb25/204b48bfe400b8fc8e4422f6b44c9430-baked.webp,,Marcell Ozuna,,Gold,Braves,ATL,83,Live,,2017,DH,LF,20,34,R,R,225 lbs,"6'1""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,89,82,73,92,60,90,58,35,25,96,0,35,37,40,35,0,30,3,2,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRW5XdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--550382628b9a33d51b766925c33a05f87bf06a70/shield-diamond.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],"[{'name': 'Road Warrior', 'description': 'Performs better when playing on the road', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS1RsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b21bd4b8ffcedd2b730e67faf3032bcaef880bf9/GPerk_RoadWarrior.webp'}, {'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTdsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4e514674044995dd4854ad640eb2ae32829aff0e/GPerk_FirstPitchHitter.webp'}, {'name': 'Dead Red', 'description': 'Excels at hitting fastballs', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0fd14d42323bcc0f1521a96cfcf6cb775ee88ab2/GPerk_DeadRed.webp'}, {'name': 'Breaking Ball Hitter', 'description': 'Excels at hitting breaking balls', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSVRsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4bfe3897e48f9f7efdbff390b252d8137d49a377/GPerk_BreakingBallHitter.webp'}, {'name': 'Unfazed', 'description': 'Excels at hitting with 2 strikes', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTERsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--08026825813f99b741a9a5cd8d623126ecfb7c75/GPerk_Unfazed.webp'}, {'name': 'Fighter', 'description': 'Performs better in the 9th inning or later', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTNsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ca1a079c4934395f8c879249ea52538a348351f0/GPerk_Fighter.webp'}, {'name': 'Rally Monkey', 'description': 'Performs better when team is behind', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS1BsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7cf3bdab5fb36de0ce1438e01649a9b52b89d22d/GPerk_RallyMonkey.webp'}, {'name': 'Bad Ball Hitter', 'description': 'Excels at hitting balls out of the strike zone', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSUhsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0e61a3944bb0e602d7c4c18f2290a92da9b36190/GPerk_BadballHitter.webp'}, {'name': 'Situational Hitter', 'description': 'Excels at driving in a runner from third with less than 2 outs', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS2ZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--286bf140f5e55d0081ef26153895bc68f0dacdec/GPerk_SituationalHitter.webp'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmJsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7f9bdfe4398663d5983c5ed896970ad86ade5539/GPerk_NightPlayer.webp'}, {'name': 'Table Setter', 'description': 'Performs better when no runners are on', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSzNsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30564cc2bc5456f9414e7b836477c7aa1ecc875b/GPerk_TableSetter.webp'}]",True,False,,,True,2.0,2,82,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
f7dcef5e0ce632bd23e63109b3ebfdaa,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmhydWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a569fdf0f4f491b7f0abfd0cdcd110c9f948ab98/3c2846581e2cc63db4c3fea97903ecc9.png,https://cards.theshow.com/mlb25/f7dcef5e0ce632bd23e63109b3ebfdaa-baked.webp,,Marco Luciano,,Common,Giants,SF,61,Live,,2017,SS,"2B, LF, RF",37,23,R,R,178 lbs,"6'1""",Dominican Republic,True,0,0,0,0,0,0,0,10,10,68,39,38,40,33,57,30,36,27,65,0,55,62,66,63,0,51,39,27,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,[],[],True,False,,,False,,,61,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
e5ee16ec09671af24141c35df4fb9991,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCUDZLdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--60011c02f3b52e5f8af33bbc593f31851bb81269/d221404922c4e1f7ac9caa4b024a3266.png,https://cards.theshow.com/mlb25/e5ee16ec09671af24141c35df4fb9991-baked.webp,,Marco Raya,,Bronze,Twins,MIN,65,Live,,2017,SP,,85,22,R,R,170 lbs,"6'1""",Texas,False,72,50,56,59,44,44,65,51,52,14,12,9,4,15,16,13,37,8,0,72,56,55,50,48,0,38,9,8,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 56, 'movement': 52}, {'name': 'Curveball', 'speed': 78, 'control': 50, 'movement': 50}, {'name': 'Slider', 'speed': 83, 'control': 56, 'movement': 52}, {'name': 'Changeup', 'speed': 80, 'control': 45, 'movement': 44}]",[],True,False,,,False,,,65,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
20f60384416327a4fac34b071d1d3603,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQTg1RWk4PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8cea3f1cc5b76928524d752465038d38fe5857ea/ca019323e869217dafd941e2bcc307a8.webp,https://cards.theshow.com/mlb25/20f60384416327a4fac34b071d1d3603-baked.webp,,Marcus Semien,,Gold,Rangers,TEX,82,Live,,2017,2B,SS,2,34,R,R,195 lbs,"6'0""",California,True,0,0,0,0,0,0,0,10,10,70,52,47,57,80,66,83,35,26,99,0,99,44,93,90,0,74,41,50,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRW5XdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--550382628b9a33d51b766925c33a05f87bf06a70/shield-diamond.webp,[],"[{'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTdsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4e514674044995dd4854ad640eb2ae32829aff0e/GPerk_FirstPitchHitter.webp'}, {'name': 'Day Player', 'description': 'Performs better when playing day games', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXJsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3dab371006b6bf547335965ac68bfab8cf404c7f/GPerk_DayPlayer.webp'}]",True,False,,,True,1.0,2,79,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
c81b4c9cba81469a4244dd2fcfe50693,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmFNdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c5a5bbc7c273173335e00e4f9da8b9641d0d4a95/42cee81216981c220d219f93b08f680d.png,https://cards.theshow.com/mlb25/c81b4c9cba81469a4244dd2fcfe50693-baked.webp,,Marcus Stroman,,Common,Yankees,NYY,62,Live,,2017,SP,,0,33,R,R,180 lbs,"5'7""",New York,False,59,44,55,49,48,69,66,61,88,0,0,9,8,6,33,0,62,13,0,68,68,66,64,41,0,25,2,0,,,"[{'name': 'Sinker', 'speed': 90, 'control': 65, 'movement': 88}, {'name': 'Cutter', 'speed': 88, 'control': 68, 'movement': 58}, {'name': 'Slider', 'speed': 85, 'control': 50, 'movement': 83}, {'name': 'Slurve', 'speed': 82, 'control': 57, 'movement': 68}, {'name': 'Splitter', 'speed': 83, 'control': 67, 'movement': 77}]",[],True,False,,,False,,,62,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
86c00acc71f819b4d821ec961680e37f,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCTmJ3enl3PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bc3e84b476d339d6ce2709a0f70f75d83539767f/46ecefea55a4bede7a7aa4e96895f643.png,https://cards.theshow.com/mlb25/86c00acc71f819b4d821ec961680e37f-baked.webp,,Mark Canha,,Bronze,Royals,KC,73,Live,,2017,RF,"1B, LF",21,36,R,R,200 lbs,"6'2""",California,True,0,0,0,0,0,0,0,10,10,79,63,52,40,72,69,74,35,25,90,0,67,67,48,56,0,63,53,51,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],[],True,False,,,True,1.0,2,72,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
1bba357b61411b34b1f8b66bf02416e1,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRjFydWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--574009926242f3d94ea0bcb25ed34958bc3b5c68/9d6fe12700cadfae70ac1a0c3bdd3a12.png,https://cards.theshow.com/mlb25/1bba357b61411b34b1f8b66bf02416e1-baked.webp,,Mark Leiter Jr.,,Silver,Yankees,NYY,77,Live,,2017,RP,,56,33,R,R,210 lbs,"6'0""",Florida,False,24,62,80,86,66,68,76,64,99,9,4,6,2,7,2,3,38,11,0,76,52,64,49,40,0,34,0,2,,,"[{'name': 'Splitter', 'speed': 84, 'control': 83, 'movement': 65}, {'name': 'Sinker', 'speed': 92, 'control': 51, 'movement': 54}, {'name': '12-6 Curve', 'speed': 73, 'control': 73, 'movement': 99}, {'name': 'Fastball Running', 'speed': 87, 'control': 59, 'movement': 99}, {'name': 'Cutter', 'speed': 89, 'control': 54, 'movement': 58}]",[],True,False,,,True,3.0,3,77,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
fc0917d88195961172274194b3525c14,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ09OdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a2c8c203e965b192db00aba4886f5972b000349c/7febd852f5ba1552a3ad39c48a6e33f5.png,https://cards.theshow.com/mlb25/fc0917d88195961172274194b3525c14-baked.webp,,Mark Vientos,,Silver,Mets,NYM,77,Live,,2017,3B,1B,27,25,R,R,185 lbs,"6'4""",Florida,True,0,0,0,0,0,0,0,10,10,82,60,75,86,58,62,53,35,25,74,0,50,70,67,52,0,37,3,2,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRXJXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--82b95590f84494d1131cdad3c9db96f328c82ffd/shield-gold.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],"[{'name': 'Homebody', 'description': 'Performs better when playing at home', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSkhsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--a5e6beac901e9b4891ceb7d9d53f25ac11157bd2/GPerk_Homebody.webp'}, {'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTdsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4e514674044995dd4854ad640eb2ae32829aff0e/GPerk_FirstPitchHitter.webp'}, {'name': 'Dead Red', 'description': 'Excels at hitting fastballs', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSXZsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--0fd14d42323bcc0f1521a96cfcf6cb775ee88ab2/GPerk_DeadRed.webp'}, {'name': 'Night Player', 'description': 'Performs better when playing night games', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSmJsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7f9bdfe4398663d5983c5ed896970ad86ade5539/GPerk_NightPlayer.webp'}, {'name': 'Table Setter', 'description': 'Performs better when no runners are on', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSzNsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--30564cc2bc5456f9414e7b836477c7aa1ecc875b/GPerk_TableSetter.webp'}]",True,False,,,True,4.0,1,81,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
7cedd138472bd1089d557ccd5aae5ac7,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCQ3J4enl3PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f172f2d51025211e8b64075c4f13b3aaac4bf8e5/7cc069a08c1731134b6c22b0fa464a90.png,https://cards.theshow.com/mlb25/7cedd138472bd1089d557ccd5aae5ac7-baked.webp,,Martin Maldonado,,Common,Padres,SD,63,Live,,2017,C,,15,38,R,R,230 lbs,"6'0""",Puerto Rico,True,0,0,0,0,0,0,0,10,10,30,32,58,45,28,50,39,62,30,69,0,43,85,62,84,67,2,0,0,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bac2cd0baa8ed3fe0a755d6415f4b8175b174364/shield-bronze.webp,[],[],True,False,,,True,2.0,3,63,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
a5184b7f699205c7098409380df094f2,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCS1dOdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e061f30451da69793de6ea2960d7d01222e33ea3/aa328631444adc4059267ba1861ce3c1.png,https://cards.theshow.com/mlb25/a5184b7f699205c7098409380df094f2-baked.webp,,Masataka Yoshida,,Bronze,Red Sox,BOS,72,Live,,2017,LF,,7,31,L,R,192 lbs,"5'8""",Japan,True,0,0,0,0,0,0,0,10,10,59,89,47,53,87,46,78,39,34,89,0,44,56,46,35,0,37,30,20,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRXZXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f2b079b7c700ec13af7acdcb05f57e87ce15ac20/shield-silver.webp,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRWpXdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d3db1dc8d116c4468b341d830c16e4999699f291/shield-common.webp,[],"[{'name': 'First-Pitch Hitter', 'description': 'Excels at hitting the first pitch of an at-bat', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSTdsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4e514674044995dd4854ad640eb2ae32829aff0e/GPerk_FirstPitchHitter.webp'}, {'name': 'Pinch Hitter', 'description': 'Excels at pinch hitting', 'img': 'https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCSnpsMFNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--00c7fead48fa3f815a9b94cd7a30570dff7908b1/GPerk_PinchHitter.webp'}]",True,False,,,False,,,72,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
c57ba9ee71dbabc62c820ac4504f4cec,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCREZIdUNrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5738930e1ff238e552ff0d54cd62912de9523d8c/9dfba039b9c453745e9689884dce7676.webp,https://cards.theshow.com/mlb25/c57ba9ee71dbabc62c820ac4504f4cec-baked.webp,,Mason Black,,Common,Giants,SF,64,Live,,2017,SP,,47,25,R,R,230 lbs,"6'3""",Pennsylvania,False,75,53,48,54,47,47,83,63,81,5,4,3,2,2,6,3,39,4,0,82,55,65,46,49,0,37,4,3,,,"[{'name': '4-Seam Fastball', 'speed': 92, 'control': 52, 'movement': 81}, {'name': 'Sinker', 'speed': 93, 'control': 59, 'movement': 76}, {'name': 'Fastball Running', 'speed': 89, 'control': 61, 'movement': 79}, {'name': 'Slider', 'speed': 88, 'control': 81, 'movement': 59}, {'name': 'Circle Change', 'speed': 88, 'control': 63, 'movement': 65}]",[],True,False,,,False,,,64,False,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
823f88620410fcdb196c91b0b4f798f1,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCRk5wdWlrPSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--bcbf4f3337ad5ac0640a131d3e7cc88019ac670a/4fd77faff4b00ba4b97d15ea07ad7ce5.png,https://cards.theshow.com/mlb25/823f88620410fcdb196c91b0b4f798f1-baked.webp,,Mason Englert,,Common,Rays,TB,63,Live,,2017,RP,,59,25,S,R,206 lbs,"6'4""",Texas,False,35,34,53,50,81,60,68,49,58,5,6,4,4,6,6,7,37,4,0,78,38,54,46,45,0,5,4,6,,,"[{'name': '4-Seam Fastball', 'speed': 93, 'control': 56, 'movement': 58}, {'name': 'Slider', 'speed': 84, 'control': 48, 'movement': 46}, {'name': 'Curveball', 'speed': 77, 'control': 46, 'movement': 48}, {'name': 'Changeup', 'speed': 83, 'control': 49, 'movement': 54}, {'name': '2-Seam Fastball', 'speed': 91, 'control': 49, 'movement': 44}]",[],True,False,,,True,1.0,2,58,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
6cca7bcbaba1e3df189efbee2d454979,mlb_card,https://mlb25.theshow.com/rails/active_storage/blobs/redirect/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBCT2J3enl3PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ec2bbb65c694ad266e1ee5a459e9387bb3a6cffc/a2a023127633188b72182577f6527c19.png,https://cards.theshow.com/mlb25/6cca7bcbaba1e3df189efbee2d454979-baked.webp,,Mason Fluharty,,Common,Blue Jays,TOR,55,Live,,2017,RP,,68,23,R,L,215 lbs,"6'2""",Delaware,False,26,54,55,53,42,46,56,56,62,5,2,8,4,7,5,6,30,7,0,81,49,55,57,54,0,33,6,2,,,"[{'name': 'Cutter', 'speed': 89, 'control': 56, 'movement': 57}, {'name': 'Fastball Running', 'speed': 88, 'control': 63, 'movement': 62}, {'name': '4-Seam Fastball', 'speed': 90, 'control': 49, 'movement': 45}]",[],True,False,,,True,4.0,1,60,True,True,CORE,True,0,"['COMMUNITY MARKET', 'DAILY LOGIN REWARD', 'THE SHOW PACK']"
