uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year
939fdd79617b7d679d5fb7a0073fd6ad,https://cards.theshow.com/mlb24/939fdd79617b7d679d5fb7a0073fd6ad-baked.webp,Jesse Chavez,Bronze,Braves,ATL,73,RP,40,R,R,175 lbs,"6'1""",False,29,113,83,55,66,51,71,63,92,0,1,0,0,0,1,0,66,3,0,77,57,60,31,59,0,7,0,0,73,2024
28c2dd7432db5cd6056ea8e7258a34da,https://cards.theshow.com/mlb24/28c2dd7432db5cd6056ea8e7258a34da-baked.webp,Jesse Scholtens,Common,Free Agents,FA,63,SP,30,R,R,230 lbs,"6'4""",False,65,44,49,42,66,52,65,50,55,2,2,1,2,0,0,0,40,10,0,75,45,65,50,38,0,40,25,0,63,2024
ce1dce480eee7d6b0c5fa7c8ba61270b,https://cards.theshow.com/mlb24/ce1dce480eee7d6b0c5fa7c8ba61270b-baked.webp,Jesse Winker,Silver,Mets,NYM,76,LF,30,L,L,206 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,54,86,41,73,65,102,108,38,34,83,0,38,83,80,32,0,33,2,24,76,2024
7fd3e49001505e6d3c7fb707f3cb990d,https://cards.theshow.com/mlb24/7fd3e49001505e6d3c7fb707f3cb990d-baked.webp,Jesus Luzardo,Silver,Marlins,MIA,76,SP,26,L,L,218 lbs,"6'0""",False,82,41,67,61,64,62,96,69,95,0,0,0,0,5,33,0,35,9,0,52,45,56,46,40,0,37,0,7,76,2024
ded2919bb921cc704c308aa62af71510,https://cards.theshow.com/mlb24/ded2919bb921cc704c308aa62af71510-baked.webp,Jesus Sánchez,Bronze,Marlins,MIA,73,RF,26,L,R,222 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,25,73,48,67,57,47,44,65,45,60,0,73,84,69,78,0,58,2,25,73,2024
720f2086a0e634f9ce7f1952901f3041,https://cards.theshow.com/mlb24/720f2086a0e634f9ce7f1952901f3041-baked.webp,Jesus Tinoco,Bronze,Marlins,MIA,67,CP,28,R,R,258 lbs,"6'4""",False,28,65,72,60,50,17,90,52,84,13,12,9,7,9,12,15,37,11,0,67,50,68,44,37,0,38,8,5,67,2024
ddec3e29dda218fdac64aeb036ee8916,https://cards.theshow.com/mlb24/ddec3e29dda218fdac64aeb036ee8916-baked.webp,Jeter Downs,Common,Free Agents,FA,64,SS,25,R,R,197 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,52,47,53,42,39,48,35,25,31,64,0,59,71,55,54,0,75,37,61,64,2024
9a46603d7ffa97770dce23bc6966b31f,https://cards.theshow.com/mlb24/9a46603d7ffa97770dce23bc6966b31f-baked.webp,Jeurys Familia,Common,Free Agents,FA,62,RP,34,R,R,240 lbs,"6'3""",False,24,70,48,62,43,61,99,65,93,5,5,0,0,2,0,5,63,0,0,80,44,75,41,44,0,7,0,0,62,2024
d1138551e9d69e06ac09c0f71a37cbf1,https://cards.theshow.com/mlb24/d1138551e9d69e06ac09c0f71a37cbf1-baked.webp,Jhoan Duran,Silver,Twins,MIN,77,CP,26,R,R,230 lbs,"6'5""",False,27,72,77,72,73,62,99,81,84,0,0,0,0,2,0,0,30,5,0,70,56,90,61,41,0,31,0,47,77,2024
d654c6a6de029f0698ea1136453f4efe,https://cards.theshow.com/mlb24/d654c6a6de029f0698ea1136453f4efe-baked.webp,Jhonkensy Noel,Bronze,Guardians,CLE,72,1B,22,R,R,250 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,65,47,84,74,37,48,52,35,25,65,0,52,66,59,48,0,58,13,9,72,2024
9f679bdda4f24f758d48aa5aa58c0105,https://cards.theshow.com/mlb24/9f679bdda4f24f758d48aa5aa58c0105-baked.webp,Jhony Brito,Common,Free Agents,FA,58,RP,26,R,R,210 lbs,"6'2""",False,30,39,49,44,65,56,85,57,56,8,6,6,3,9,9,6,36,7,0,79,65,77,54,46,0,38,6,4,58,2024
996537a05d20697926cfec0512f27617,https://cards.theshow.com/mlb24/996537a05d20697926cfec0512f27617-baked.webp,Ji-Hwan Bae,Bronze,Pirates,PIT,68,2B,24,L,R,185 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,69,53,36,37,48,46,55,48,42,66,0,60,73,58,52,0,95,65,89,68,2024
1e1b9769dc6e463eb0b4fcc1bd5c7274,https://cards.theshow.com/mlb24/1e1b9769dc6e463eb0b4fcc1bd5c7274-baked.webp,Ji-Man Choi,Bronze,Free Agents,FA,65,1B,32,L,R,260 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,49,56,34,70,40,97,79,36,36,69,0,58,30,44,65,0,15,0,24,65,2024
ab2fa45edea6da868971f8015400eaed,https://cards.theshow.com/mlb24/ab2fa45edea6da868971f8015400eaed-baked.webp,Jimmy Endersby,Common,Free Agents,FA,61,SP,26,R,R,194 lbs,"6'1""",False,72,46,50,47,46,53,66,52,56,10,7,6,2,9,9,13,39,8,0,79,54,56,49,46,0,38,11,9,61,2024
b4e555ac6690568c7c8023189b90bf08,https://cards.theshow.com/mlb24/b4e555ac6690568c7c8023189b90bf08-baked.webp,Jimmy Herget,Bronze,Free Agents,FA,72,RP,30,R,R,170 lbs,"6'3""",False,25,71,80,55,75,70,74,56,94,0,0,0,0,2,0,0,37,10,0,61,45,57,48,32,0,39,0,4,72,2024
933e5dafaccb0d1e7c243daa081c9359,https://cards.theshow.com/mlb24/933e5dafaccb0d1e7c243daa081c9359-baked.webp,Jimmy Lambert,Common,Free Agents,FA,63,RP,29,R,R,190 lbs,"6'2""",False,28,53,67,63,44,48,75,51,99,0,0,0,0,0,0,0,28,25,0,76,36,52,46,42,0,25,0,0,63,2024
9673ed352d35974c9920242edac18fa3,https://cards.theshow.com/mlb24/9673ed352d35974c9920242edac18fa3-baked.webp,Jimmy Nelson,Bronze,Free Agents,FA,69,RP,34,R,R,250 lbs,"6'6""",False,28,71,81,74,40,74,72,83,99,0,0,0,0,0,17,0,90,42,0,57,42,64,52,38,0,25,0,0,69,2024
a5a98043b0339292d4479dd86be7ddbd,https://cards.theshow.com/mlb24/a5a98043b0339292d4479dd86be7ddbd-baked.webp,Jimmy Yacabonis,Common,Free Agents,FA,56,RP,32,R,R,225 lbs,"6'3""",False,40,48,61,48,36,50,83,49,92,0,0,0,0,0,0,0,62,1,0,74,54,77,52,43,0,25,0,5,56,2024
4f0707d3501c6ff1532c927f43685768,https://cards.theshow.com/mlb24/4f0707d3501c6ff1532c927f43685768-baked.webp,JJ Bleday,Silver,Athletics,OAK,76,LF,26,L,L,205 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,50,61,75,55,71,73,46,35,25,79,0,58,78,80,53,0,63,8,15,76,2024
51050c73c53b9b04bc45602359b3d0fd,https://cards.theshow.com/mlb24/51050c73c53b9b04bc45602359b3d0fd-baked.webp,Jo Adell,Silver,Angels,LAA,75,RF,25,R,R,215 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,64,40,88,60,45,54,75,41,30,85,0,58,79,54,38,0,97,12,57,75,2024
9eb506617135b95f8cc66ee86afb174d,https://cards.theshow.com/mlb24/9eb506617135b95f8cc66ee86afb174d-baked.webp,Joan Adon,Common,Free Agents,FA,57,RP,25,R,R,245 lbs,"6'2""",False,59,45,47,47,50,49,92,44,85,5,5,5,5,5,5,5,25,5,0,75,33,60,50,35,0,40,15,0,57,2024
00660dc0beb9f1ec13a4608711e3b18f,https://cards.theshow.com/mlb24/00660dc0beb9f1ec13a4608711e3b18f-baked.webp,Joc Pederson,Bronze,Diamondbacks,ARI,74,LF,31,L,L,220 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,49,80,60,88,53,85,88,35,28,82,0,35,70,56,32,0,33,10,22,74,2024
a4096020ac6ba30a2518dec38a749839,https://cards.theshow.com/mlb24/a4096020ac6ba30a2518dec38a749839-baked.webp,Joe Barlow,Bronze,Free Agents,FA,71,RP,28,R,R,210 lbs,"6'2""",False,29,61,90,58,55,67,88,68,97,0,0,0,0,2,0,0,39,8,0,70,58,38,40,30,0,9,0,1,71,2024
91086a8afd18de7c8c1158f7fcc89091,https://cards.theshow.com/mlb24/91086a8afd18de7c8c1158f7fcc89091-baked.webp,Joe Boyle,Common,Athletics,OAK,58,RP,24,R,R,240 lbs,"6'7""",False,72,38,57,61,25,73,93,52,88,0,0,0,0,0,0,0,26,15,0,75,38,89,26,38,0,29,0,0,58,2024
d94204321d9e9b511a31b666d509a710,https://cards.theshow.com/mlb24/d94204321d9e9b511a31b666d509a710-baked.webp,Joe Gray,Common,Free Agents,FA,62,LF,24,R,R,195 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,52,48,42,33,26,33,41,38,36,59,0,76,68,71,70,0,74,34,33,62,2024
11baf1bde36bd1eb159631fb99d25d4b,https://cards.theshow.com/mlb24/11baf1bde36bd1eb159631fb99d25d4b-baked.webp,Joe Jacques,Common,Free Agents,FA,53,RP,29,L,L,210 lbs,"6'4""",False,34,60,59,45,33,54,56,50,56,10,13,12,16,9,12,11,38,7,0,77,48,52,54,58,0,27,15,12,53,2024
bcb585ef7aa999d9643f93477ec5de89,https://cards.theshow.com/mlb24/bcb585ef7aa999d9643f93477ec5de89-baked.webp,Joe Jimenéz,Silver,Braves,ATL,76,RP,29,R,R,277 lbs,"6'3""",False,24,85,99,76,65,81,22,69,95,0,0,0,0,2,0,0,64,0,0,77,49,70,52,37,0,25,0,10,76,2024
d8b61c5dcee25a9a279f0c66a98a2467,https://cards.theshow.com/mlb24/d8b61c5dcee25a9a279f0c66a98a2467-baked.webp,Joe Kelly,Bronze,Dodgers,LAD,65,RP,35,R,R,174 lbs,"6'1""",False,25,40,60,68,49,87,99,65,89,13,13,0,0,34,6,13,69,1,0,68,46,61,52,33,0,14,0,2,65,2024
5563b372e9cb53199d0df8dba39ecdd0,https://cards.theshow.com/mlb24/5563b372e9cb53199d0df8dba39ecdd0-baked.webp,Joe Mantiply,Bronze,Diamondbacks,ARI,68,RP,33,R,L,219 lbs,"6'4""",False,25,59,73,55,70,86,63,72,99,0,0,0,0,2,0,0,22,8,0,85,38,48,46,37,0,30,0,2,68,2024
1c2dc882b77fbfde991282f2f51d72cd,https://cards.theshow.com/mlb24/1c2dc882b77fbfde991282f2f51d72cd-baked.webp,Joe Musgrove,Silver,Padres,SD,76,SP,31,R,R,230 lbs,"6'5""",False,79,69,58,64,77,60,68,71,94,13,10,0,0,20,20,10,99,35,0,72,64,72,59,19,0,19,0,4,76,2024
47dfc8ff4929ef7202a7f1cc6312b105,https://cards.theshow.com/mlb24/47dfc8ff4929ef7202a7f1cc6312b105-baked.webp,Joe Ross,Bronze,Brewers,MIL,68,RP,30,R,R,243 lbs,"6'4""",False,40,75,66,53,58,74,96,58,65,7,5,0,0,3,14,6,58,23,0,71,38,59,45,46,0,23,0,0,68,2024
fdb12181439ffd84bd2b567ecef24c27,https://cards.theshow.com/mlb24/fdb12181439ffd84bd2b567ecef24c27-baked.webp,Joe Ryan,Gold,Twins,MIN,84,SP,27,R,R,205 lbs,"6'2""",False,87,72,76,62,89,57,85,66,72,0,0,0,0,0,0,0,38,6,0,72,47,55,53,45,0,38,0,7,84,2024
6c9ce1a88f1d92d860a90111aa89104c,https://cards.theshow.com/mlb24/6c9ce1a88f1d92d860a90111aa89104c-baked.webp,Joe Stewart,Bronze,Free Agents,FA,66,LF,25,R,R,207 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,48,47,43,40,43,26,34,42,40,82,0,74,68,68,75,0,77,46,42,66,2024
aec20191259fca5c3508d586c0540da3,https://cards.theshow.com/mlb24/aec20191259fca5c3508d586c0540da3-baked.webp,Joel Cesar,Common,Free Agents,FA,55,RP,28,R,R,191 lbs,"5'11""",False,29,59,55,60,24,51,73,55,64,10,7,11,6,9,11,14,38,8,0,74,48,75,55,53,0,28,6,5,55,2024
c79081172114f9274155de4676064d56,https://cards.theshow.com/mlb24/c79081172114f9274155de4676064d56-baked.webp,Joel Kuhnel,Bronze,Rays,TB,68,RP,29,R,R,290 lbs,"6'5""",False,30,53,70,55,60,71,98,57,87,12,11,9,4,9,13,10,37,14,0,78,33,74,38,40,0,42,12,11,68,2024
734a21c0fe5c8d688461521c08a1e39e,https://cards.theshow.com/mlb24/734a21c0fe5c8d688461521c08a1e39e-baked.webp,Joel Payamps,Silver,Brewers,MIL,77,RP,30,R,R,217 lbs,"6'2""",False,25,68,94,64,69,62,96,63,92,0,0,0,0,2,0,0,38,9,0,79,42,65,43,38,0,33,0,6,77,2024
57c95c5d61693b26f01479fb21da8752,https://cards.theshow.com/mlb24/57c95c5d61693b26f01479fb21da8752-baked.webp,Joely Rodriguez,Common,Free Agents,FA,63,RP,32,L,L,223 lbs,"6'1""",False,24,52,49,62,64,80,84,59,90,0,0,0,0,2,0,0,34,12,0,68,38,66,34,35,0,32,0,6,63,2024
a625fcbd9813e8a2aaa161147117befa,https://cards.theshow.com/mlb24/a625fcbd9813e8a2aaa161147117befa-baked.webp,Joey Bart,Silver,Pirates,PIT,79,C,27,R,R,238 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,103,58,92,71,52,57,46,35,25,75,0,54,84,62,55,56,50,4,25,79,2024
c24573003f91e12892c75e42971e03fe,https://cards.theshow.com/mlb24/c24573003f91e12892c75e42971e03fe-baked.webp,Joey Cantillo,Bronze,Guardians,CLE,73,SP,24,L,L,220 lbs,"6'4""",False,74,51,67,65,55,48,83,45,50,0,0,4,3,0,1,0,25,14,0,85,32,52,50,35,0,20,29,17,73,2024
02213b4edfc0e8a315f71f9aa99e340b,https://cards.theshow.com/mlb24/02213b4edfc0e8a315f71f9aa99e340b-baked.webp,Joey Estes,Bronze,Athletics,OAK,72,SP,22,R,R,190 lbs,"6'2""",False,76,59,62,46,79,51,68,48,86,10,6,8,4,6,6,4,37,8,0,65,46,55,50,43,0,38,9,7,72,2024
3dfebc49b51466f3d0f2c79306095ab4,https://cards.theshow.com/mlb24/3dfebc49b51466f3d0f2c79306095ab4-baked.webp,Joey Gallo,Common,Nationals,WAS,63,1B,30,L,R,250 lbs,"6'5""",True,0,0,0,0,0,0,0,10,10,20,29,62,80,12,92,25,39,39,77,0,76,80,76,72,0,41,15,6,63,2024
38ce91084e7e89a745825bec7c9dce2f,https://cards.theshow.com/mlb24/38ce91084e7e89a745825bec7c9dce2f-baked.webp,Joey Lancellotti,Common,Free Agents,FA,54,RP,26,R,R,205 lbs,"5'11""",False,28,37,53,57,33,45,70,50,53,8,7,7,6,7,6,7,29,4,0,66,44,53,49,53,0,40,8,4,54,2024
d10dfdebe82ba75c66089b643cdd4c59,https://cards.theshow.com/mlb24/d10dfdebe82ba75c66089b643cdd4c59-baked.webp,Joey Lucchesi,Common,Mets,NYM,60,RP,30,L,L,225 lbs,"6'5""",False,76,54,57,54,50,50,62,61,85,0,0,0,0,0,18,0,59,25,0,82,54,77,52,48,0,39,0,7,60,2024
6d6803c89cb0c2577e3d6543d91366ce,https://cards.theshow.com/mlb24/6d6803c89cb0c2577e3d6543d91366ce-baked.webp,Joey Meneses,Bronze,Nationals,WAS,65,1B,31,R,R,240 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,40,72,38,37,70,50,94,25,23,87,0,48,66,49,59,0,26,2,12,65,2024
0155ff4e7deb5662d26240b9285c68ca,https://cards.theshow.com/mlb24/0155ff4e7deb5662d26240b9285c68ca-baked.webp,Joey Votto,Bronze,Free Agents,FA,72,1B,40,L,R,220 lbs,"6'2""",True,0,0,0,0,0,0,0,10,10,38,52,59,88,50,81,73,35,25,79,0,52,37,56,64,0,26,1,19,72,2024
d8da2e09386f2185193bffc5d018e3ad,https://cards.theshow.com/mlb24/d8da2e09386f2185193bffc5d018e3ad-baked.webp,Joey Wendle,Bronze,Free Agents,FA,69,3B,33,L,R,195 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,52,68,34,38,69,36,53,36,30,62,0,74,50,71,69,0,63,48,43,69,2024
5ee16ecd6db16cbbc98db1a82b09fa59,https://cards.theshow.com/mlb24/5ee16ecd6db16cbbc98db1a82b09fa59-baked.webp,Joey Wentz,Common,Pirates,PIT,64,RP,26,L,L,220 lbs,"6'5""",False,30,71,60,64,51,61,70,57,99,9,12,10,13,13,9,10,33,8,0,88,60,65,67,65,0,31,9,8,64,2024
b48eae9d400c237f279c7d7bfd97b4a0,https://cards.theshow.com/mlb24/b48eae9d400c237f279c7d7bfd97b4a0-baked.webp,Joey Wiemer,Bronze,Reds,CIN,74,RF,25,R,R,220 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,66,36,70,45,40,56,35,46,42,84,0,81,78,96,90,0,81,46,42,74,2024
078bdd6990e2259f4c1a7eb5c07a0e69,https://cards.theshow.com/mlb24/078bdd6990e2259f4c1a7eb5c07a0e69-baked.webp,Johan Camargo,Bronze,Free Agents,FA,68,3B,30,S,R,195 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,38,49,52,46,57,51,36,35,25,87,0,73,96,64,79,0,27,0,21,68,2024
e5a655179230aa200af900484562d678,https://cards.theshow.com/mlb24/e5a655179230aa200af900484562d678-baked.webp,Johan Oviedo,Bronze,Free Agents,FA,68,RP,26,R,R,245 lbs,"6'5""",False,80,62,76,50,50,71,99,69,74,2,1,1,1,1,0,2,24,27,0,76,55,76,60,48,0,39,28,21,68,2024
ac56fec351c48c80bf87e1565034efe6,https://cards.theshow.com/mlb24/ac56fec351c48c80bf87e1565034efe6-baked.webp,Johan Quezada,Common,Free Agents,FA,55,RP,29,R,R,255 lbs,"6'9""",False,27,54,46,57,32,55,85,52,57,5,2,8,6,7,11,9,43,11,0,77,56,55,46,46,0,38,10,9,55,2024
c7159a557369b66632c4b54bf746b69e,https://cards.theshow.com/mlb24/c7159a557369b66632c4b54bf746b69e-baked.webp,Johan Rojas,Gold,Phillies,PHI,81,CF,23,R,R,165 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,44,64,25,42,74,33,86,55,40,71,0,90,89,95,99,0,99,65,79,81,2024
b0953d755a1dc7e1a673649f5ccc8fa8,https://cards.theshow.com/mlb24/b0953d755a1dc7e1a673649f5ccc8fa8-baked.webp,John Aiello,Common,Free Agents,FA,53,1B,27,R,R,215 lbs,"6'2""",True,0,0,0,0,0,0,0,7,10,50,45,29,22,39,42,36,34,31,78,0,65,66,67,59,0,58,31,28,53,2024
543a84894716c6c0ed6cabe60aac9945,https://cards.theshow.com/mlb24/543a84894716c6c0ed6cabe60aac9945-baked.webp,John Brebbia,Bronze,Free Agents,FA,67,RP,33,L,R,200 lbs,"6'1""",False,26,39,57,67,72,70,76,64,87,1,1,0,0,0,0,1,62,2,0,94,57,65,54,37,0,25,0,8,67,2024
ae5ed2644ed83d9caa11fc39ca3945fe,https://cards.theshow.com/mlb24/ae5ed2644ed83d9caa11fc39ca3945fe-baked.webp,John Curtiss,Bronze,Free Agents,FA,71,RP,31,R,R,220 lbs,"6'5""",False,30,66,69,60,74,70,85,61,76,0,0,0,0,2,0,0,40,8,0,82,43,56,48,40,0,30,7,5,71,2024
0043195c73a526c9ad0903f8d9db5d71,https://cards.theshow.com/mlb24/0043195c73a526c9ad0903f8d9db5d71-baked.webp,John Doxakis,Common,Free Agents,FA,60,SP,25,R,L,215 lbs,"6'4""",False,74,50,48,49,42,46,63,60,62,4,4,0,0,5,5,5,35,10,0,74,50,65,55,45,0,37,25,0,60,2024
682bed004aa3e606604638227f1d8e6c,https://cards.theshow.com/mlb24/682bed004aa3e606604638227f1d8e6c-baked.webp,John King,Bronze,Cardinals,STL,67,RP,29,L,L,215 lbs,"6'2""",False,27,38,68,42,84,77,86,66,99,0,0,0,0,4,0,0,38,8,0,78,46,55,52,49,0,38,9,7,67,2024
7539f07f33f001c2b037965d4ab4c716,https://cards.theshow.com/mlb24/7539f07f33f001c2b037965d4ab4c716-baked.webp,John McMillon,Common,Free Agents,FA,63,RP,26,L,R,230 lbs,"6'3""",False,23,62,60,67,38,58,89,49,59,5,7,3,6,5,7,6,29,6,0,84,46,38,42,48,0,45,7,4,63,2024
8700eaf7adc3375606f9b29bac0f9c94,https://cards.theshow.com/mlb24/8700eaf7adc3375606f9b29bac0f9c94-baked.webp,John Means,Silver,Orioles,BAL,78,SP,30,L,L,230 lbs,"6'4""",False,82,57,84,45,84,50,61,76,97,4,9,0,0,4,9,5,69,1,0,74,48,56,38,39,0,38,0,7,78,2024
ce1863f25b15264712a4c35f06a72a28,https://cards.theshow.com/mlb24/ce1863f25b15264712a4c35f06a72a28-baked.webp,John Rave,Common,Free Agents,FA,64,CF,25,L,L,185 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,45,50,40,43,37,24,36,36,28,75,0,66,66,63,64,0,76,34,32,64,2024
74fe3b72948e51b394795677eb10d419,https://cards.theshow.com/mlb24/74fe3b72948e51b394795677eb10d419-baked.webp,John Schreiber,Bronze,Royals,KC,72,RP,30,R,R,224 lbs,"6'2""",False,25,86,83,56,61,85,84,84,88,0,0,0,0,2,0,0,38,8,0,79,37,56,38,30,0,38,0,8,72,2024
bd2cc5d4e9a0b676777d6519dd3e7c0d,https://cards.theshow.com/mlb24/bd2cc5d4e9a0b676777d6519dd3e7c0d-baked.webp,Johnny Cueto,Bronze,Free Agents,FA,72,SP,38,R,R,229 lbs,"5'11""",False,87,53,55,47,74,62,81,61,93,0,0,0,0,43,33,0,94,30,0,79,60,77,58,32,0,25,2,0,72,2024
c7a12d328eca18f15d0752b9422fc06b,https://cards.theshow.com/mlb24/c7a12d328eca18f15d0752b9422fc06b-baked.webp,JoJo Romero,Bronze,Cardinals,STL,73,RP,27,L,L,215 lbs,"5'11""",False,26,82,73,60,70,67,99,47,84,0,0,0,0,0,0,0,0,0,0,77,25,70,50,25,0,10,5,5,73,2024
54569d2aaae7176335a67bf72e86736f,https://cards.theshow.com/mlb24/54569d2aaae7176335a67bf72e86736f-baked.webp,Jon Berti,Silver,Yankees,NYY,76,3B,34,R,R,190 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,74,68,45,38,66,50,48,40,35,85,0,75,50,73,77,0,87,99,99,76,2024
d1f1195d8fcaeb9d00b328f9adb46fdf,https://cards.theshow.com/mlb24/d1f1195d8fcaeb9d00b328f9adb46fdf-baked.webp,Jon Gray,Bronze,Rangers,TEX,72,SP,32,R,R,225 lbs,"6'4""",False,71,64,63,56,65,74,77,68,80,0,1,5,4,0,25,4,97,26,0,72,48,82,45,38,0,25,0,0,72,2024
2f160fd9502f850571df4f60a6f96fc4,https://cards.theshow.com/mlb24/2f160fd9502f850571df4f60a6f96fc4-baked.webp,Jon Singleton,Bronze,Astros,HOU,67,1B,32,L,L,256 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,42,68,40,63,47,80,49,28,25,81,0,64,31,67,54,0,33,20,14,67,2024
1bd165fa3233e6f53f28fc5369fcd939,https://cards.theshow.com/mlb24/1bd165fa3233e6f53f28fc5369fcd939-baked.webp,Jonah Bride,Silver,Marlins,MIA,78,1B,28,R,R,200 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,54,82,37,81,65,77,60,35,25,81,0,69,47,72,59,0,47,24,21,78,2024
52c9da64691a31d09eb6b09ffa014fe2,https://cards.theshow.com/mlb24/52c9da64691a31d09eb6b09ffa014fe2-baked.webp,Jonah Heim,Silver,Rangers,TEX,78,C,28,S,R,220 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,58,50,59,50,75,42,65,35,25,88,0,82,80,76,83,64,30,10,1,78,2024
6b65c5fcd4fdf89a0456970c3d7df62d,https://cards.theshow.com/mlb24/6b65c5fcd4fdf89a0456970c3d7df62d-baked.webp,Jonatan Clase,Bronze,Blue Jays,TOR,67,CF,21,S,R,150 lbs,"5'9""",True,0,0,0,0,0,0,0,10,10,42,44,33,43,38,40,40,52,54,82,0,67,62,57,65,0,93,81,80,67,2024
5912c6ecaa460c649f8ac6c616b7b465,https://cards.theshow.com/mlb24/5912c6ecaa460c649f8ac6c616b7b465-baked.webp,Jonathan Aranda,Bronze,Rays,TB,69,2B,25,L,R,210 lbs,"5'10""",True,0,0,0,0,0,0,0,10,10,43,58,32,58,54,50,38,35,25,78,0,78,74,71,67,0,57,23,17,69,2024
9f9394801cf0ce6d72142eadb4339db6,https://cards.theshow.com/mlb24/9f9394801cf0ce6d72142eadb4339db6-baked.webp,Jonathan Arauz,Bronze,Free Agents,FA,65,SS,25,S,R,195 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,51,42,40,55,58,73,55,56,39,75,0,51,70,67,54,0,32,39,11,65,2024
c0424d87f48830787a63f3bb2ac5a4c5,https://cards.theshow.com/mlb24/c0424d87f48830787a63f3bb2ac5a4c5-baked.webp,Jonathan Bermúdez,Common,Free Agents,FA,56,RP,28,L,L,226 lbs,"6'2""",False,76,44,48,46,52,46,66,49,56,10,13,4,9,11,13,10,38,8,0,72,46,55,48,40,0,39,8,7,56,2024
253167a76698b272b9287063e0628adb,https://cards.theshow.com/mlb24/253167a76698b272b9287063e0628adb-baked.webp,Jonathan Bowlan,Common,Royals,KC,64,SP,27,R,R,240 lbs,"6'6""",False,78,41,49,49,49,51,89,54,63,8,10,5,6,11,11,6,20,9,0,76,49,45,38,26,0,41,7,4,64,2024
3a32238401a11400c04c7ab8fc6a8dfb,https://cards.theshow.com/mlb24/3a32238401a11400c04c7ab8fc6a8dfb-baked.webp,Jonathan Davis,Bronze,Free Agents,FA,65,CF,31,R,R,190 lbs,"5'8""",True,0,0,0,0,0,0,0,10,10,57,52,38,40,33,28,34,50,47,78,0,76,47,53,80,0,81,56,52,65,2024
ca56c1c01e22b357e4aa3676d3eff6c0,https://cards.theshow.com/mlb24/ca56c1c01e22b357e4aa3676d3eff6c0-baked.webp,Jonathan Heasley,Common,Free Agents,FA,64,SP,27,R,R,225 lbs,"6'3""",False,75,45,59,45,47,46,80,61,99,5,5,5,5,5,5,5,25,0,0,80,40,55,34,40,0,35,25,0,64,2024
d11fb36c28326233fd21e4079d309a82,https://cards.theshow.com/mlb24/d11fb36c28326233fd21e4079d309a82-baked.webp,Jonathan Hernández,Common,Free Agents,FA,63,RP,27,R,R,190 lbs,"6'3""",False,31,49,66,60,37,72,99,55,99,0,0,0,0,2,0,0,37,5,0,77,46,78,35,37,0,40,9,8,63,2024
20dff5c90b8b352f914beec3b491fc35,https://cards.theshow.com/mlb24/20dff5c90b8b352f914beec3b491fc35-baked.webp,Jonathan India,Silver,Reds,CIN,75,2B,27,R,R,200 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,86,64,46,53,65,86,81,35,30,63,0,67,47,71,62,0,62,23,30,75,2024
6b9f7859652e88550a5d64edeaf5546d,https://cards.theshow.com/mlb24/6b9f7859652e88550a5d64edeaf5546d-baked.webp,Jonathan Loaisiga,Silver,Yankees,NYY,76,RP,29,R,R,165 lbs,"5'11""",False,25,68,75,50,99,66,99,67,84,0,0,0,0,1,0,0,37,12,0,62,34,74,44,35,0,34,0,12,76,2024
3ddff65c1219f2cdb699c597bfbdedc4,https://cards.theshow.com/mlb24/3ddff65c1219f2cdb699c597bfbdedc4-baked.webp,Jonathan Morales,Common,Free Agents,FA,64,C,29,R,R,200 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,46,41,43,41,38,40,35,26,20,73,0,61,71,67,66,68,31,10,6,64,2024
