uuid,baked_img,name,rarity,team,team_short_name,ovr,display_position,age,bat_hand,throw_hand,weight,height,is_hitter,stamina,pitching_clutch,hits_per_bf,k_per_bf,bb_per_bf,hr_per_bf,pitch_velocity,pitch_control,pitch_movement,contact_left,contact_right,power_left,power_right,plate_vision,plate_discipline,batting_clutch,bunting_ability,drag_bunting_ability,hitting_durability,fielding_durability,fielding_ability,arm_strength,arm_accuracy,reaction_time,blocking,speed,baserunning_ability,baserunning_aggression,new_rank,year,mlb_id,season,update,date,old_rank,new_rarity,old_rarity,delta_rank,season_gp,season_vl_gp,season_vl_h,season_vl_2b,season_vl_3b,season_vl_hr,season_vl_tb,season_vl_so,season_vl_pa,season_vl_bb,season_vl_hbp,season_vl_ab,season_vl_rbi,season_vl_pitches_per_pa,season_vl_avg,season_vl_obp,season_vl_slug,season_vl_ops,season_vl_babip,season_vr_gp,season_vr_h,season_vr_2b,season_vr_3b,season_vr_hr,season_vr_tb,season_vr_so,season_vr_pa,season_vr_bb,season_vr_hbp,season_vr_ab,season_vr_rbi,season_vr_pitches_per_pa,season_vr_avg,season_vr_obp,season_vr_slug,season_vr_ops,season_vr_babip,season_risp_gp,season_risp_h,season_risp_2b,season_risp_3b,season_risp_hr,season_risp_tb,season_risp_so,season_risp_pa,season_risp_bb,season_risp_hbp,season_risp_ab,season_risp_rbi,season_risp_pitches_per_pa,season_risp_avg,season_risp_obp,season_risp_slug,season_risp_ops,season_risp_babip,3wk_gp,3wk_vl_gp,3wk_vl_h,3wk_vl_2b,3wk_vl_3b,3wk_vl_hr,3wk_vl_tb,3wk_vl_so,3wk_vl_pa,3wk_vl_bb,3wk_vl_hbp,3wk_vl_ab,3wk_vl_rbi,3wk_vl_pitches_per_pa,3wk_vl_avg,3wk_vl_obp,3wk_vl_slug,3wk_vl_ops,3wk_vl_babip,3wk_vr_gp,3wk_vr_h,3wk_vr_2b,3wk_vr_3b,3wk_vr_hr,3wk_vr_tb,3wk_vr_so,3wk_vr_pa,3wk_vr_bb,3wk_vr_hbp,3wk_vr_ab,3wk_vr_rbi,3wk_vr_pitches_per_pa,3wk_vr_avg,3wk_vr_obp,3wk_vr_slug,3wk_vr_ops,3wk_vr_babip,3wk_risp_gp,3wk_risp_h,3wk_risp_2b,3wk_risp_3b,3wk_risp_hr,3wk_risp_tb,3wk_risp_so,3wk_risp_pa,3wk_risp_bb,3wk_risp_hbp,3wk_risp_ab,3wk_risp_rbi,3wk_risp_pitches_per_pa,3wk_risp_avg,3wk_risp_obp,3wk_risp_slug,3wk_risp_ops,3wk_risp_babip,1wk_gp,1wk_vl_gp,1wk_vl_h,1wk_vl_2b,1wk_vl_3b,1wk_vl_hr,1wk_vl_tb,1wk_vl_so,1wk_vl_pa,1wk_vl_bb,1wk_vl_hbp,1wk_vl_ab,1wk_vl_rbi,1wk_vl_pitches_per_pa,1wk_vl_avg,1wk_vl_obp,1wk_vl_slug,1wk_vl_ops,1wk_vl_babip,1wk_vr_gp,1wk_vr_h,1wk_vr_2b,1wk_vr_3b,1wk_vr_hr,1wk_vr_tb,1wk_vr_so,1wk_vr_pa,1wk_vr_bb,1wk_vr_hbp,1wk_vr_ab,1wk_vr_rbi,1wk_vr_pitches_per_pa,1wk_vr_avg,1wk_vr_obp,1wk_vr_slug,1wk_vr_ops,1wk_vr_babip,1wk_risp_gp,1wk_risp_h,1wk_risp_2b,1wk_risp_3b,1wk_risp_hr,1wk_risp_tb,1wk_risp_so,1wk_risp_pa,1wk_risp_bb,1wk_risp_hbp,1wk_risp_ab,1wk_risp_rbi,1wk_risp_pitches_per_pa,1wk_risp_avg,1wk_risp_obp,1wk_risp_slug,1wk_risp_ops,1wk_risp_babip,ovr_vl_GP,ovr_vl_AB,ovr_vl_H,ovr_vl_BB,ovr_vl_HBP,ovr_vl_SF,ovr_vl_TB,ovr_vl_RBI,ovr_vl_P,ovr_vl_AVG,ovr_vl_OBP,ovr_vl_SLG,ovr_vl_OPS,ovr_vl_BABIP,ovr_vr_GP,ovr_vr_AB,ovr_vr_H,ovr_vr_BB,ovr_vr_HBP,ovr_vr_SF,ovr_vr_TB,ovr_vr_RBI,ovr_vr_P,ovr_vr_AVG,ovr_vr_OBP,ovr_vr_SLG,ovr_vr_OPS,ovr_vr_BABIP,ovr_risp_GP,ovr_risp_AB,ovr_risp_H,ovr_risp_BB,ovr_risp_HBP,ovr_risp_SF,ovr_risp_TB,ovr_risp_RBI,ovr_risp_P,ovr_risp_AVG,ovr_risp_OBP,ovr_risp_SLG,ovr_risp_OPS,ovr_risp_BABIP,ovr_ovr_GP,ovr_ovr_AB,ovr_ovr_H,ovr_ovr_BB,ovr_ovr_HBP,ovr_ovr_SF,ovr_ovr_TB,ovr_ovr_RBI,ovr_ovr_P,ovr_ovr_AVG,ovr_ovr_OBP,ovr_ovr_SLG,ovr_ovr_OPS,ovr_ovr_BABIP
4eeb1fa65cdd3e99733a3f7a657c411f,https://cards.theshow.com/mlb25/4eeb1fa65cdd3e99733a3f7a657c411f-baked.webp,Jared Walsh,Common,Free Agents,FA,60,1B,31,L,L,210 lbs,"6'0""",True,0,0,0,0,0,0,66,48,55,27,48,50,61,34,62,49,35,25,72,0,47,40,56,50,0,44,0,0,60,2025,665120,0,current,05/17/2025,60,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5100,8950,1750,500,25,75,3225,1225,36000,0.1955,0.2382,0.3603,0.5985,0.2295,8725,23250,5950,2100,275,75,10875,3550,101200,0.2559,0.3239,0.4677,0.7916,0.3299,5900,7675,2025,925,100,150,3650,3275,0,0.2638,0.3446,0.4756,0.8202,0.3202,13825,32200,7700,2600,300,150,14100,4775,137200,0.2391,0.3007,0.4379,0.7386,0.3004
ef9b125cc04c39f6bdd94783153745d3,https://cards.theshow.com/mlb25/ef9b125cc04c39f6bdd94783153745d3-baked.webp,Jared Serna,Common,Marlins,MIA,63,SS,22,R,R,168 lbs,"5'7""",True,0,0,0,0,0,0,0,10,10,43,41,41,39,46,48,48,34,31,71,0,68,69,67,69,0,43,22,24,63,2025,691858,0,current,05/17/2025,63,Common,Common,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
3cdbfac574ba000accb0ead9377f4654,https://cards.theshow.com/mlb25/3cdbfac574ba000accb0ead9377f4654-baked.webp,Jared Young,Bronze,Mets,NYM,65,RF,29,L,R,200 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,54,44,48,45,55,48,45,48,40,75,0,60,60,55,58,0,60,28,38,65,2025,676724,0,current,05/17/2025,65,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,50,0,0,0,100,25,200,0.5,0.5,1.0,1.5,0.5,525,1450,275,150,25,0,575,175,6600,0.1897,0.2769,0.3966,0.6735,0.25,400,500,75,50,0,0,175,100,0,0.15,0.2273,0.35,0.5773,0.25,625,1550,325,150,25,0,675,200,6800,0.2097,0.2899,0.4355,0.7254,0.275
a07a3f343e7fa4ce2f8460855e7858ad,https://cards.theshow.com/mlb25/a07a3f343e7fa4ce2f8460855e7858ad-baked.webp,Jared Triolo,Bronze,Pirates,PIT,71,2B,27,R,R,210 lbs,"6'3""",True,0,0,0,0,0,0,0,10,10,50,53,33,48,46,71,55,42,40,78,0,74,74,86,74,0,74,47,54,71,2025,669707,0,current,05/17/2025,71,Bronze,Bronze,0,31,31,6,1,0,0,7,7,36,1,1,33,1,2.75,0.1818,0.2222,0.2121,0.4343,0.2222,31,6,3,0,2,15,8,55,6,0,48,4,2.5091,0.125,0.2222,0.3125,0.5347,0.1053,31,6,4,0,0,10,2,17,3,0,12,1,2.9412,0.5,0.5625,0.8333,1.3958,0.5455,16,16,3,1,0,0,4,6,24,1,0,22,1,2.8333,0.1364,0.1667,0.1818,0.3485,0.1765,16,3,1,0,2,10,3,30,5,0,24,4,2.6333,0.125,0.2759,0.4167,0.6925,0.0526,16,2,2,0,0,4,1,10,2,0,6,1,3.0,0.3333,0.4444,0.6667,1.1111,0.3333,6,6,2,1,0,0,3,5,11,1,0,10,0,3.6364,0.2,0.2727,0.3,0.5727,0.4,6,1,0,0,1,4,3,14,2,0,11,3,2.4286,0.0909,0.2308,0.3636,0.5944,0.0,6,1,1,0,0,2,1,6,0,0,5,0,2.1667,0.2,0.2,0.4,0.6,0.25,2500,4100,975,525,25,25,1300,275,19075,0.2378,0.3262,0.3171,0.6433,0.3364,3900,10275,2500,1125,175,125,3600,1400,46000,0.2433,0.3248,0.3504,0.6752,0.3237,3000,3650,950,475,150,150,1250,1300,0,0.2603,0.3559,0.3425,0.6984,0.3271,6400,14375,3475,1650,200,150,4900,1675,65075,0.2417,0.3252,0.3409,0.6661,0.3273
14684cb296d97bb3864a4512a9eb0789,https://cards.theshow.com/mlb25/14684cb296d97bb3864a4512a9eb0789-baked.webp,Jason Heyward,Bronze,Padres,SD,72,RF,35,L,L,240 lbs,"6'5""",True,0,0,0,0,0,0,0,10,10,34,54,48,66,70,63,43,57,25,82,0,76,83,60,64,0,47,14,37,72,2025,518792,0,current,05/17/2025,72,Bronze,Bronze,0,30,30,4,0,0,0,4,2,12,1,0,11,0,2.9167,0.3636,0.4167,0.3636,0.7803,0.4444,30,10,2,0,2,18,17,77,5,0,68,12,2.7532,0.1471,0.1974,0.2647,0.4621,0.1538,30,4,2,0,0,6,3,16,1,0,11,4,2.4375,0.3636,0.3333,0.5455,0.8788,0.3636,13,13,2,0,0,0,2,0,4,0,0,4,0,2.5,0.5,0.5,0.5,1.0,0.5,13,4,1,0,1,8,8,37,2,0,33,6,2.7027,0.1212,0.1622,0.2424,0.4046,0.1154,13,2,1,0,0,3,1,6,1,0,3,2,2.5,0.6667,0.5,1.0,1.5,0.5,4,4,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,1,5,5,17,1,0,16,3,3.2353,0.125,0.1765,0.3125,0.489,0.1,4,0,0,0,0,0,1,2,1,0,1,0,6.0,0.0,0.5,0.0,0.5,0.0,22975,39100,8975,3550,400,100,13375,4400,169600,0.2295,0.2995,0.3421,0.6416,0.2845,40825,113125,30025,13950,1150,675,49075,13550,503875,0.2654,0.3501,0.4338,0.7839,0.294,27825,34875,8825,5675,500,775,13525,12625,0,0.253,0.3586,0.3878,0.7464,0.2862,63800,152225,39000,17500,1550,775,62450,17950,673475,0.2562,0.3374,0.4102,0.7476,0.2916
36059da062f7aa08a611926ead4a6bc2,https://cards.theshow.com/mlb25/36059da062f7aa08a611926ead4a6bc2-baked.webp,Jason Delay,Bronze,Braves,ATL,67,C,30,R,R,200 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,72,58,30,33,64,54,62,40,25,82,0,71,42,54,83,56,28,0,0,67,2025,641511,0,current,05/17/2025,67,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1925,3350,850,275,25,0,1150,450,14200,0.2537,0.3151,0.3433,0.6584,0.3438,2400,5075,1100,375,100,25,1500,425,20425,0.2167,0.2825,0.2956,0.5781,0.2945,1550,2050,600,75,25,25,775,775,0,0.2927,0.3218,0.378,0.6998,0.3636,4325,8425,1950,650,125,25,2650,875,34625,0.2315,0.2954,0.3145,0.6099,0.314
4952780ffeb173ba65eef859b8b13c1b,https://cards.theshow.com/mlb25/4952780ffeb173ba65eef859b8b13c1b-baked.webp,Jasson Domínguez,Bronze,Yankees,NYY,70,LF,22,S,R,190 lbs,"5'9""",True,0,0,0,0,0,0,0,10,10,30,70,36,66,45,78,55,38,34,78,0,52,78,66,47,0,62,68,78,70,2025,691176,0,current,05/17/2025,70,Bronze,Bronze,0,38,38,5,4,0,1,12,18,49,5,1,43,5,3.2653,0.1163,0.2245,0.2791,0.5036,0.1667,38,27,5,0,4,44,27,102,14,0,87,16,3.0784,0.3103,0.402,0.5057,0.9077,0.4035,38,14,9,0,0,23,6,31,8,0,22,7,3.129,0.6364,0.7097,1.0455,1.7551,0.8235,16,16,2,1,0,1,6,6,14,0,0,14,1,3.0714,0.1429,0.1429,0.4286,0.5714,0.1429,16,12,2,0,2,20,11,50,10,0,39,9,3.44,0.3077,0.44,0.5128,0.9528,0.3704,16,5,3,0,0,8,4,14,4,0,9,3,3.2857,0.5556,0.6429,0.8889,1.5317,0.8333,6,6,0,0,0,0,0,2,4,0,0,4,0,3.5,0.0,0.0,0.0,0.0,0.0,6,5,1,0,0,6,5,23,5,0,18,2,3.6522,0.2778,0.4348,0.3333,0.7681,0.3846,6,1,1,0,0,2,3,6,2,0,4,1,4.0,0.25,0.5,0.5,1.0,1.0,425,625,75,125,0,0,75,25,3150,0.12,0.2667,0.12,0.3867,0.1765,650,1550,375,200,0,0,875,250,6800,0.2419,0.3286,0.5645,0.8931,0.2432,325,375,100,150,0,0,175,75,0,0.2667,0.4762,0.4667,0.9429,0.3,1075,2175,450,325,0,0,950,275,9950,0.2069,0.31,0.4368,0.7468,0.2222
a1addb55895520cbd69250eda644fa22,https://cards.theshow.com/mlb25/a1addb55895520cbd69250eda644fa22-baked.webp,Javier Báez,Bronze,Tigers,DET,73,SS,32,R,R,190 lbs,"6'0""",True,0,0,0,0,0,0,0,10,10,58,54,42,40,58,39,87,45,34,88,0,75,83,71,72,0,57,69,54,73,2025,595879,0,current,05/17/2025,73,Bronze,Bronze,0,37,37,14,2,0,1,19,10,47,2,0,45,4,2.3617,0.3111,0.3404,0.4222,0.7626,0.3824,37,25,6,0,5,46,21,90,3,2,85,24,2.8111,0.2941,0.3333,0.5412,0.8745,0.339,37,13,8,0,0,21,3,31,0,1,30,9,2.2258,0.4333,0.4516,0.7,1.1516,0.4815,17,17,5,1,0,1,9,2,18,0,0,18,3,2.0556,0.2778,0.2778,0.5,0.7778,0.2667,17,17,4,0,5,36,12,49,2,1,46,21,2.6531,0.3696,0.4082,0.7826,1.1908,0.4138,17,7,5,0,0,12,0,13,0,1,12,6,1.8462,0.5833,0.6154,1.0,1.6154,0.5833,6,6,2,0,0,0,2,1,7,0,0,7,2,2.1429,0.2857,0.2857,0.2857,0.5714,0.3333,6,4,0,0,3,13,4,17,1,0,16,7,2.5882,0.25,0.2941,0.8125,1.1066,0.1111,6,1,0,0,0,1,0,3,0,0,3,1,2.0,0.3333,0.3333,0.3333,0.6667,0.3333,14225,26400,7325,1950,250,200,12975,4475,103725,0.2775,0.3307,0.4915,0.8222,0.3283,28025,83025,20150,3500,1050,400,34850,11225,323550,0.2427,0.2808,0.4198,0.7006,0.3089,19500,26700,7225,1900,300,600,12675,11050,0,0.2706,0.3195,0.4747,0.7942,0.3234,42250,109425,27475,5450,1300,600,47825,15700,427275,0.2511,0.2931,0.4371,0.7302,0.3137
1754754f941af7bb9c557995d8d24c5b,https://cards.theshow.com/mlb25/1754754f941af7bb9c557995d8d24c5b-baked.webp,Javier Sanoja,Bronze,Marlins,MIA,67,2B,22,R,R,150 lbs,"5'7""",True,0,0,0,0,0,0,0,10,10,53,48,30,34,64,28,65,40,37,76,0,74,62,66,59,0,78,46,42,67,2025,691594,0,current,05/17/2025,67,Bronze,Bronze,0,31,31,8,1,0,0,9,9,34,2,0,30,3,2.8824,0.2667,0.303,0.3,0.603,0.3636,31,15,3,0,1,21,9,67,3,0,64,7,2.6119,0.2344,0.2687,0.3281,0.5968,0.2593,31,10,4,0,0,14,2,23,1,0,21,3,2.5652,0.4762,0.5,0.6667,1.1667,0.5263,16,16,0,0,0,0,0,3,9,1,0,8,0,3.2222,0.0,0.1111,0.0,0.1111,0.0,16,7,3,0,0,10,4,41,2,0,39,3,2.6341,0.1795,0.2195,0.2564,0.4759,0.2,16,4,3,0,0,7,0,10,1,0,9,1,2.9,0.4444,0.5,0.7778,1.2778,0.4444,6,6,0,0,0,0,0,0,2,0,0,2,0,1.5,0.0,0.0,0.0,0.0,0.0,6,4,1,0,0,5,2,20,1,0,19,2,2.75,0.2105,0.25,0.2632,0.5132,0.2353,6,1,1,0,0,2,0,4,0,0,4,0,2.75,0.25,0.25,0.5,0.75,0.25,250,475,100,25,0,0,100,0,1800,0.2105,0.25,0.2105,0.4605,0.2222,200,400,100,0,0,0,150,50,1150,0.25,0.25,0.375,0.625,0.3077,200,250,75,0,0,0,75,50,0,0.3,0.3,0.3,0.6,0.3333,450,875,200,25,0,0,250,50,2950,0.2286,0.25,0.2857,0.5357,0.2581
d9ef92609deae3509b9adbae62e50a16,https://cards.theshow.com/mlb25/d9ef92609deae3509b9adbae62e50a16-baked.webp,Jazz Chisholm Jr.,Gold,Yankees,NYY,82,2B,27,L,R,184 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,54,61,55,89,50,72,60,35,27,90,0,80,75,54,79,0,76,81,88,82,2025,665862,0,current,05/17/2025,82,Gold,Gold,0,30,30,7,1,0,1,11,13,39,3,3,33,2,3.5128,0.2121,0.3333,0.3333,0.6667,0.3158,30,12,2,0,6,32,26,86,12,1,72,15,3.5116,0.1667,0.2907,0.4444,0.7351,0.1463,30,6,3,0,0,9,5,30,9,0,21,2,3.6667,0.2857,0.5,0.4286,0.9286,0.375,4,4,1,0,0,0,1,2,3,0,0,3,0,4.6667,0.3333,0.3333,0.3333,0.6667,1.0,4,2,1,0,0,3,4,11,1,1,9,2,3.0909,0.2222,0.3636,0.3333,0.697,0.4,4,2,1,0,0,3,1,4,0,0,4,1,3.75,0.5,0.5,0.75,1.25,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6375,11600,2600,775,175,75,4225,1300,50175,0.2241,0.2812,0.3642,0.6454,0.2913,10450,29575,7650,2700,175,175,14150,4400,132225,0.2587,0.3226,0.4784,0.801,0.3152,7375,9350,2550,1075,150,250,4725,3975,0,0.2727,0.3487,0.5053,0.854,0.3292,16825,41175,10250,3475,350,250,18375,5700,182400,0.2489,0.311,0.4463,0.7573,0.3083
077634601aceeca8f23d118414476e0d,https://cards.theshow.com/mlb25/077634601aceeca8f23d118414476e0d-baked.webp,Jeff McNeil,Silver,Mets,NYM,76,2B,32,L,R,195 lbs,"6'1""",True,0,0,0,0,0,0,0,10,10,70,61,40,50,91,50,65,52,45,96,0,68,72,81,69,0,39,38,27,76,2025,643446,0,current,05/17/2025,76,Silver,Silver,0,18,18,1,0,1,0,3,0,1,0,0,1,0,4.0,1.0,1.0,3.0,4.0,1.0,18,10,1,1,2,19,7,56,8,0,47,7,2.625,0.2128,0.3214,0.4043,0.7257,0.2051,18,4,1,2,0,9,0,11,3,0,7,5,3.7273,0.5714,0.6364,1.2857,1.9221,0.5,17,17,1,0,1,0,3,0,1,0,0,1,0,4.0,1.0,1.0,3.0,4.0,1.0,17,9,1,1,2,18,7,52,8,0,43,7,2.6923,0.2093,0.3269,0.4186,0.7455,0.2,17,4,1,2,0,9,0,11,3,0,7,5,3.7273,0.5714,0.6364,1.2857,1.9221,0.5,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,0,0,3,0,15,5,0,10,1,2.8667,0.2,0.4667,0.3,0.7667,0.2,7,1,1,0,0,2,0,4,3,0,1,1,4.0,1.0,1.0,2.0,3.0,1.0,12050,20100,5775,1475,625,75,7725,1850,80975,0.2873,0.3535,0.3843,0.7378,0.3218,18375,51050,14800,3825,1300,325,22900,5975,198975,0.2899,0.3527,0.4486,0.8013,0.3082,12550,16225,4650,1525,625,400,6975,5850,0,0.2866,0.3622,0.4299,0.7921,0.3098,30425,71150,20575,5300,1925,400,30625,7825,279950,0.2892,0.3529,0.4304,0.7833,0.3121
427485b4602cafa801fec16ef72fceb4,https://cards.theshow.com/mlb25/427485b4602cafa801fec16ef72fceb4-baked.webp,Jerar Encarnacion,Bronze,Free Agents,FA,68,LF,27,R,R,250 lbs,"6'4""",True,0,0,0,0,0,0,0,10,10,67,59,35,66,43,35,59,27,24,74,0,62,70,68,56,0,49,26,24,68,2025,666464,0,current,05/17/2025,68,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,850,1675,375,100,0,0,500,200,7475,0.2239,0.2676,0.2985,0.5661,0.3846,1275,3075,675,100,0,50,1350,625,13250,0.2195,0.2403,0.439,0.6793,0.2405,925,1275,325,25,0,50,675,600,0,0.2549,0.2593,0.5294,0.7887,0.2941,2125,4750,1050,200,0,50,1850,825,20725,0.2211,0.25,0.3895,0.6395,0.2881
800be4a3a918b846826fc9515ca56191,https://cards.theshow.com/mlb25/800be4a3a918b846826fc9515ca56191-baked.webp,Jeferson Quero,Bronze,Brewers,MIL,65,C,22,R,R,215 lbs,"5'11""",True,0,0,0,0,0,0,0,10,10,50,45,49,46,35,34,34,16,12,70,0,63,70,61,66,70,40,15,12,65,2025,691620,0,current,05/17/2025,65,Bronze,Bronze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
